t_monotonic,t_since_run_start,timestamp_unix,event,details
14198.163588706,0.0004689249999501044,1784058426.276011,run_start,
14198.164418538,0.0012987569989491021,1784058426.2768402,source_vm_started,pid=26091
14198.265957376,0.10283759499907319,1784058426.3783798,source_qmp_ready,
14211.59938468,13.43626489899907,1784058439.7118068,source_ssh_ready,
14211.739435363,13.576315582000461,1784058439.8518574,source_postgres_ready,
14212.142520354,13.97940057300002,1784058440.2549424,benchmark_start,
14312.142617177,113.97949739599972,1784058540.2550402,destination_boot_start,
14312.142992293,113.97987251199993,1784058540.2554142,destination_process_started,pid=26275
14312.244563656,114.08144387500033,1784058540.3569858,destination_qmp_ready,
14312.24712086,114.08400107899979,1784058540.3595428,migration_started,
14413.650530215,215.48741043399968,1784058641.762952,benchmark_end,
14414.117445816,215.95432603500012,1784058642.2298682,migration_end,
14415.652124972,217.48900519100062,1784058643.7645469,source_terminate_requested,pid=26091
14415.715843027,217.552723245999,1784058643.8282652,source_terminated,pid=26091
