t_monotonic,t_since_run_start,timestamp_unix,event,details
14426.396686908,0.00040335899939236697,1784058654.5091093,run_start,
14426.397444724,0.0011611749996518483,1784058654.5098665,source_vm_started,pid=26433
14426.498988627,0.10270507799941697,1784058654.6114106,source_qmp_ready,
14439.869005847,13.472722298000008,1784058667.981428,source_ssh_ready,
14440.010552727,13.61426917800054,1784058668.1229746,source_postgres_ready,
14440.41754593,14.02126238100027,1784058668.5299675,benchmark_start,
14540.417622293,114.02133874399988,1784058768.530045,destination_boot_start,
14540.417949642,114.02166609300002,1784058768.5303714,destination_process_started,pid=26621
14540.519537142,114.12325359299939,1784058768.6319592,destination_qmp_ready,
14540.522084779,114.12580123000043,1784058768.6345065,migration_started,
14642.108012166,215.7117286169996,1784058870.2204344,benchmark_end,
14642.585549273,216.1892657240005,1784058870.6979713,migration_end,
14644.110130478,217.71384692900028,1784058872.2225523,source_terminate_requested,pid=26433
14644.173856064,217.77757251500043,1784058872.2862782,source_terminated,pid=26433
