t_monotonic,t_since_run_start,timestamp_unix,src_pid,src_cpu_percent,src_rss_bytes,src_read_bytes,src_write_bytes,src_read_bytes_per_s,src_write_bytes_per_s,dst_pid,dst_cpu_percent,dst_rss_bytes,dst_read_bytes,dst_write_bytes,dst_read_bytes_per_s,dst_write_bytes_per_s,system_cpu_percent,mem_available_bytes,swap_used_bytes,host_dirty_bytes,host_writeback_bytes,disk_read_bytes_per_s,disk_write_bytes_per_s,psi_cpu_some_avg10,psi_cpu_some_avg60,psi_cpu_some_avg300,psi_cpu_some_total,psi_cpu_full_avg10,psi_cpu_full_avg60,psi_cpu_full_avg300,psi_cpu_full_total,psi_memory_some_avg10,psi_memory_some_avg60,psi_memory_some_avg300,psi_memory_some_total,psi_memory_full_avg10,psi_memory_full_avg60,psi_memory_full_avg300,psi_memory_full_total,psi_io_some_avg10,psi_io_some_avg60,psi_io_some_avg300,psi_io_some_total,psi_io_full_avg10,psi_io_full_avg60,psi_io_full_avg300,psi_io_full_total
14426.397156146,0.0008725970001250971,1784058654.509578,,,,,,,,,,,,,,,0.0,30453985280,0,1286144,0,0.0,0.0,0.0,0.0,0.0,29778161,0.0,0.0,0.0,0,0.0,0.0,0.0,371111,0.0,0.0,0.0,370611,0.0,0.06,1.18,886619176,0.0,0.05,1.1,871226053
14427.39828892,1.002005370999541,1784058655.510711,26433,0.0,59953152,3125248,0,,,,,,,,,,6.4,30401384448,0,1290240,4096,3121711.806032457,0.0,0.0,0.0,0.0,29780865,0.0,0.0,0.0,0,0.0,0.0,0.0,371111,0.0,0.0,0.0,370611,0.0,0.06,1.17,886619350,0.0,0.05,1.1,871226225
14428.399362114,2.0030785649996687,1784058656.511784,26433,99.9,59961344,3125248,0,0.0,0.0,,,,,,,,6.6,30401449984,0,1589248,0,0.0,0.0,0.0,0.0,0.0,29781258,0.0,0.0,0.0,0,0.0,0.0,0.0,371111,0.0,0.0,0.0,370611,0.0,0.06,1.17,886619350,0.0,0.05,1.1,871226225
14429.40030449,3.004020940999908,1784058657.5127265,26433,99.9,59969536,3125248,0,0.0,0.0,,,,,,,,6.4,30400536576,0,1589248,0,0.0,0.0,0.0,0.0,0.0,29781540,0.0,0.0,0.0,0,0.0,0.0,0.0,371111,0.0,0.0,0.0,370611,0.0,0.06,1.16,886619350,0.0,0.05,1.09,871226225
14430.401345935,4.005062386000645,1784058658.5137687,26433,99.9,59977728,3125248,0,0.0,0.0,,,,,,,,6.8,30405271552,0,2007040,0,0.0,8183.4773584164295,0.0,0.0,0.0,29782113,0.0,0.0,0.0,0,0.0,0.0,0.0,371111,0.0,0.0,0.0,370611,0.0,0.06,1.16,886619350,0.0,0.05,1.09,871226225
14431.40244119,5.006157641000755,1784058659.5148637,26433,98.9,59985920,3125248,0,0.0,0.0,,,,,,,,6.4,30404374528,0,2363392,0,0.0,0.0,0.0,0.0,0.0,29782409,0.0,0.0,0.0,0,0.0,0.0,0.0,371111,0.0,0.0,0.0,370611,0.0,0.06,1.15,886619350,0.0,0.05,1.08,871226225
14432.403337141,6.007053592000375,1784058660.5157602,26433,118.9,553132032,33308672,0,30156405.338492025,0.0,,,,,,,,7.6,29909696512,0,2375680,0,30111389.670324918,49108.001636844114,0.0,0.0,0.0,29784758,0.0,0.0,0.0,0,0.0,0.0,0.0,371111,0.0,0.0,0.0,370611,0.0,0.06,1.15,886620155,0.0,0.05,1.08,871226991
14433.404304938,7.008021388999623,1784058661.5167282,26433,40.0,595771392,86740992,733184,53380658.35902225,732475.1127838239,,,,,,,,3.1,29873975296,0,2539520,0,53425670.796120696,769303.4704098263,0.0,0.0,0.0,29785760,0.0,0.0,0.0,0,0.0,0.0,0.0,371111,0.0,0.0,0.0,370611,0.0,0.05,1.14,886631914,0.0,0.04,1.07,871238674
14434.405309075,8.009025526000187,1784058662.5177314,26433,30.0,634331136,102617088,15048704,15860170.216250623,14301159.676417938,,,,,,,,2.1,29834772480,0,2551808,0,15860170.216250623,11207689.943836547,0.0,0.0,0.0,29786805,0.0,0.0,0.0,0,0.0,0.0,0.0,371111,0.0,0.0,0.0,370611,0.0,0.05,1.14,886640125,0.0,0.04,1.07,871246380
14435.406007372,9.009723822999149,1784058663.518432,26433,143.9,791019520,194842624,19148800,92161180.12449825,4097234.9131561,,,,,,,,10.1,29682970624,0,2551808,0,92161180.12449825,3090322.03739546,0.0,0.0,0.0,29788929,0.0,0.0,0.0,0,0.0,0.0,0.0,371111,0.0,0.0,0.0,370611,0.0,0.05,1.13,886646677,0.0,0.04,1.07,871252901
