timestamp,elapsed_sec,total_operations,current_ops_per_sec,avg_latency_us,max_latency_us,p99_latency_us,p999_latency_us,p9999_latency_us
2026-07-14 22:02:31:824,1,53344,53290.71,269.59,14327,1230,5099,13951
2026-07-14 22:02:32:823,2,152346,99101.1,159.68,7747,517,2983,6639
2026-07-14 22:02:33:823,3,258573,106227.0,149.82,8043,530,1961,6799
2026-07-14 22:02:34:823,4,365222,106649.0,148.99,7755,666,2961,6243
2026-07-14 22:02:35:823,5,464813,99591.0,159.72,11767,1243,4551,10583
2026-07-14 22:02:36:823,6,604989,140176.0,113.31,11087,762,3007,7139
2026-07-14 22:02:37:823,7,772557,167568.0,94.72,7359,209,833,4631
2026-07-14 22:02:38:823,8,943862,171305.0,92.65,5879,183,615,3019
2026-07-14 22:02:39:823,9,1116654,172792.0,91.82,5559,169,517,1875
2026-07-14 22:02:40:823,10,1290253,173599.0,91.4,5663,166,497,2779
2026-07-14 22:02:41:823,11,1463292,173039.0,91.7,7091,169,548,2195
2026-07-14 22:02:42:823,12,1637758,174466.0,90.95,6447,164,562,1897
2026-07-14 22:02:43:823,13,1811448,173690.0,91.38,6239,166,566,2089
2026-07-14 22:02:44:823,14,1986052,174604.0,90.86,2809,163,519,1278
2026-07-14 22:02:45:823,15,2160324,174272.0,91.06,2225,172,512,1294
2026-07-14 22:02:46:823,16,2334725,174401.0,90.95,2951,166,571,1363
2026-07-14 22:02:47:823,17,2509165,174440.0,91.0,6747,162,562,1497
2026-07-14 22:02:48:823,18,2683942,174777.0,90.79,6803,164,533,1437
2026-07-14 22:02:49:823,19,2859306,175364.0,90.48,6815,184,582,1929
2026-07-14 22:02:50:823,20,3034699,175393.0,90.47,5639,162,523,1343
2026-07-14 22:02:51:823,21,3209967,175268.0,90.54,2635,162,474,1403
2026-07-14 22:02:52:823,22,3384749,174782.0,90.76,8743,167,477,1761
2026-07-14 22:02:53:823,23,3559613,174864.0,90.72,5447,183,471,1447
2026-07-14 22:02:54:823,24,3733798,174185.0,91.03,13575,164,525,1385
2026-07-14 22:02:55:823,25,3907653,173855.0,91.21,7771,196,535,1857
2026-07-14 22:02:56:823,26,4082819,175166.0,90.58,2857,169,564,1587
2026-07-14 22:02:57:823,27,4257164,174345.0,90.95,5715,162,502,2024
2026-07-14 22:02:58:823,28,4432543,175379.0,90.46,7119,161,458,1293
2026-07-14 22:02:59:823,29,4606474,173931.0,91.18,6847,164,526,3007
2026-07-14 22:03:00:823,30,4781821,175347.0,90.47,11671,179,520,1280
2026-07-14 22:03:01:823,31,4954159,172338.0,92.04,110271,186,508,3211
2026-07-14 22:03:02:823,32,5128528,174194.81,90.97,3615,169,518,1539
2026-07-14 22:03:03:823,33,5303849,175496.5,90.46,9511,170,490,1180
2026-07-14 22:03:04:823,34,5478865,175016.0,90.63,3577,161,530,1046
2026-07-14 22:03:05:823,35,5653426,174561.0,90.86,14407,163,454,1224
2026-07-14 22:03:06:823,36,5829497,176071.0,90.12,3449,174,453,1160
2026-07-14 22:03:07:823,37,6004813,175316.0,90.45,3763,164,462,1227
2026-07-14 22:03:08:823,38,6179600,174787.0,90.8,10319,166,510,1149
2026-07-14 22:03:09:823,39,6353962,174362.0,90.91,12095,163,500,1435
2026-07-14 22:03:10:823,40,6529116,175154.0,90.56,4211,176,543,1336
2026-07-14 22:03:11:823,41,6704797,175681.0,90.32,2093,160,461,1111
2026-07-14 22:03:12:824,42,6880140,175343.0,90.5,4531,173,443,1379
2026-07-14 22:03:13:823,43,7055136,174996.0,90.56,2695,163,450,1198
2026-07-14 22:03:14:823,44,7230420,175284.0,90.49,2837,160,451,1262
2026-07-14 22:03:15:823,45,7405548,175128.0,90.62,5047,166,448,1356
2026-07-14 22:03:16:823,46,7581006,175458.0,90.35,2335,161,447,1112
2026-07-14 22:03:17:823,47,7757657,176651.0,89.78,2821,164,439,1234
2026-07-14 22:03:18:823,48,7933830,176173.0,90.03,2813,160,499,1202
2026-07-14 22:03:19:823,49,8109241,175411.0,90.42,2529,161,473,1140
2026-07-14 22:03:20:823,50,8284638,175397.0,90.42,7419,161,479,1438
2026-07-14 22:03:21:823,51,8460391,175753.0,90.24,4923,160,461,1451
2026-07-14 22:03:22:823,52,8635229,174838.0,90.71,5155,174,595,2183
2026-07-14 22:03:23:823,53,8810928,175699.0,90.28,2875,169,430,1188
2026-07-14 22:03:24:823,54,8987002,176074.0,90.1,2685,161,451,1141
2026-07-14 22:03:25:823,55,9162148,175146.0,90.57,3511,168,505,1161
2026-07-14 22:03:26:823,56,9337607,175459.0,90.41,2363,163,448,1059
2026-07-14 22:03:27:824,57,9513089,175482.0,90.52,2783,165,473,1155
2026-07-14 22:03:28:823,58,9688082,174818.18,90.54,3083,169,508,1185
2026-07-14 22:03:29:823,59,9863898,175991.99,90.21,2605,162,472,1060
2026-07-14 22:03:30:823,60,10039090,175192.0,90.54,2347,164,480,1145
2026-07-14 22:03:31:823,61,10214538,175448.0,90.42,2419,166,459,1096
2026-07-14 22:03:32:823,62,10388306,173768.0,91.29,4483,180,509,2821
2026-07-14 22:03:33:823,63,10564090,175784.0,90.26,2767,160,471,1129
2026-07-14 22:03:34:823,64,10739730,175640.0,90.29,2377,167,454,1090
2026-07-14 22:03:35:823,65,10915208,175478.0,90.42,125247,184,483,1095
2026-07-14 22:03:36:823,66,11091229,176021.0,90.07,2723,161,490,1158
2026-07-14 22:03:37:823,67,11266761,175532.0,90.37,2117,163,452,1094
2026-07-14 22:03:38:823,68,11442020,175259.0,90.51,2993,162,441,1132
2026-07-14 22:03:39:823,69,11617296,175276.0,90.5,2459,165,454,1159
2026-07-14 22:03:40:823,70,11791814,174518.0,90.96,2335,167,475,1234
2026-07-14 22:03:41:823,71,11967441,175627.0,90.26,2131,163,532,1065
2026-07-14 22:03:42:823,72,12143023,175582.0,90.35,2841,161,467,852
2026-07-14 22:03:43:823,73,12318998,175975.0,90.11,2667,178,478,1121
2026-07-14 22:03:44:823,74,12495392,176394.0,89.97,2625,184,482,825
2026-07-14 22:03:45:823,75,12671392,176000.0,90.08,30287,159,474,1893
2026-07-14 22:03:46:823,76,12848432,177040.0,89.61,2695,161,493,1740
2026-07-14 22:03:47:823,77,13026447,178015.0,89.11,2389,158,444,1144
2026-07-14 22:03:48:823,78,13204561,178114.0,89.06,2785,158,456,1129
2026-07-14 22:03:49:823,79,13382501,177940.0,89.15,2067,158,434,1233
2026-07-14 22:03:50:823,80,13560254,177753.0,89.27,2853,161,392,1035
2026-07-14 22:03:51:823,81,13737535,177281.0,89.45,2143,179,489,1052
2026-07-14 22:03:52:823,82,13914024,176489.0,89.89,2321,163,423,891
2026-07-14 22:03:53:823,83,14090222,176198.0,90.04,2415,160,439,1008
2026-07-14 22:03:54:823,84,14266580,176358.0,89.96,2777,159,461,1128
2026-07-14 22:03:55:823,85,14442246,175490.51,90.37,2811,164,494,1179
2026-07-14 22:03:56:823,86,14619088,177019.02,89.65,2625,163,468,1132
2026-07-14 22:03:57:823,87,14796432,177344.0,89.46,2379,167,471,1065
2026-07-14 22:03:58:823,88,14973007,176575.0,89.85,2805,160,475,1050
2026-07-14 22:03:59:823,89,15150247,177240.0,89.51,2405,159,478,1094
2026-07-14 22:04:00:823,90,15327642,177395.0,89.42,2827,158,450,1057
2026-07-14 22:04:01:823,91,15504400,176758.0,89.75,7415,164,448,1151
2026-07-14 22:04:02:823,92,15679827,175251.75,90.46,2741,166,491,939
2026-07-14 22:04:03:823,93,15851766,172111.11,92.27,2869,199,476,1118
2026-07-14 22:04:04:823,94,16025994,174228.0,91.07,3495,178,440,1053
2026-07-14 22:04:05:823,95,16201787,175793.0,90.23,1898,183,440,1264
2026-07-14 22:04:06:823,96,16377985,176198.0,90.05,2009,167,485,1260
2026-07-14 22:04:07:823,97,16555223,177238.0,89.5,2767,158,482,1116
2026-07-14 22:04:08:823,98,16732804,177581.0,89.33,2723,158,484,1068
2026-07-14 22:04:09:823,99,16910703,177899.0,89.21,2927,161,459,1136
2026-07-14 22:04:10:823,100,17087930,177227.0,89.41,4635,159,429,1072
2026-07-14 22:04:11:823,101,17257940,170010.0,93.37,7947,180,582,2527
2026-07-14 22:04:12:823,102,17428355,170415.0,93.07,2961,176,462,1128
2026-07-14 22:04:13:823,103,17597066,168711.0,94.03,7111,199,551,2249
2026-07-14 22:04:14:823,104,17767105,170039.0,93.29,2043,165,476,1209
2026-07-14 22:04:15:823,105,17935845,168740.0,94.02,5943,171,546,2155
2026-07-14 22:04:16:823,106,18106202,170357.0,93.1,2723,165,459,1207
2026-07-14 22:04:17:823,107,18274927,168725.0,94.06,6019,170,581,2433
2026-07-14 22:04:18:823,108,18441579,166652.0,95.16,2449,174,475,1108
2026-07-14 22:04:19:823,109,18597795,156216.0,101.61,4779,182,667,2129
