t_monotonic,t_since_run_start,timestamp_unix,event,details
24759.711636711,0.0005202749998716172,1784068987.8240592,run_start,
24759.712563806,0.001447369999368675,1784068987.8249857,source_vm_started,pid=42876
24759.814852368,0.10373593199983588,1784068987.9272745,source_qmp_ready,
24770.786279889,11.075163452998822,1784068998.898702,source_ssh_ready,
24770.933833037,11.222716601001594,1784068999.046255,source_postgres_ready,
24771.372879661,11.661763225001778,1784068999.4853017,benchmark_start,
24871.372966393,111.6618499569995,1784069099.4853892,destination_boot_start,
24871.373313735,111.66219729899967,1784069099.4857357,destination_process_started,pid=43066
24871.475103577,111.76398714099923,1784069099.5875256,destination_qmp_ready,
24871.476695149,111.76557871299883,1784069099.5891168,migration_started,
24916.483913098,156.77279666200047,1784069144.5963352,migration_end,
24917.2047531,157.4936366639995,1784069145.3171754,source_terminate_requested,pid=42876
24917.268616327,157.5574998910015,1784069145.3810384,source_terminated,pid=42876
24992.136381286,232.42526485000053,1784069220.2488034,benchmark_end,
