t_monotonic,t_since_run_start,timestamp_unix,event,details
25002.964929142,0.00041082099778577685,1784069231.077351,run_start,
25002.965814133,0.0012958119987160899,1784069231.0782359,source_vm_started,pid=43354
25003.067522603,0.10300428199843736,1784069231.1799448,source_qmp_ready,
25015.485829488,12.521311166998203,1784069243.5982516,source_ssh_ready,
25016.5965318,13.632013479000307,1784069244.7089539,source_postgres_ready,
25017.027794806,14.063276484997914,1784069245.1402168,benchmark_start,
25117.027881374,114.0633630529992,1784069345.1403039,destination_boot_start,
25117.028165279,114.06364695799857,1784069345.140587,destination_process_started,pid=43527
25117.129416751,114.16489842999727,1784069345.2418387,destination_qmp_ready,
25117.131169557,114.16665123599887,1784069345.2435913,migration_started,
25162.527987044,159.56346872299764,1784069390.640409,migration_end,
25162.88290238,159.91838405899762,1784069390.9953246,source_terminate_requested,pid=43354
25162.946754082,159.98223576099917,1784069391.0591762,source_terminated,pid=43354
25232.604438313,229.63991999199789,1784069460.7168605,benchmark_end,
