t_monotonic,t_since_run_start,timestamp_unix,event,details
33362.047555503,0.0004077359990333207,1784077590.1599777,run_start,
33362.051145265,0.003997498002718203,1784077590.163568,source_vm_started,pid=59110
33362.152655278,0.10550751099799527,1784077590.2650776,source_qmp_ready,
33374.572182007,12.525034240003151,1784077602.6846042,source_ssh_ready,
33374.725903784,12.678756016997795,1784077602.838326,source_postgres_ready,
33376.11385207,14.066704302997096,1784077604.226274,benchmark_start,
33476.113933657,114.06678588999785,1784077704.2263565,destination_boot_start,
33476.114259894,114.06711212699884,1784077704.2266817,destination_process_started,pid=59315
33476.222880931,114.17573316400376,1784077704.335303,destination_qmp_ready,
33476.225631891,114.17848412400053,1784077704.3380537,migration_started,
33516.395116456,154.34796868899866,1784077744.507539,postcopy_requested,
33516.596215736,154.5490679689974,1784077744.708638,postcopy_started,
33516.797826781,154.75067901400325,1784077744.910249,migration_end,
33517.674069362,155.62692159500148,1784077745.7864919,source_terminate_requested,pid=59110
33517.759588073,155.71244030600064,1784077745.8720102,source_terminated,pid=59110
33594.011884059,231.96473629200045,1784077822.1243062,benchmark_end,
