t_monotonic,t_since_run_start,timestamp_unix,event,details
10310.830756508,0.0003468079994490836,1784054538.9431787,run_start,
10310.83174636,0.0013366599996516015,1784054538.944168,source_vm_started,pid=19361
10310.933063037,0.10265333700044721,1784054539.0454853,source_qmp_ready,
10322.150375096,11.319965396000043,1784054550.262797,source_ssh_ready,
10322.296494893,11.466085193000254,1784054550.4089172,source_postgres_ready,
10322.72459852,11.894188820000636,1784054550.8370204,benchmark_start,
10472.724682087,161.89427238700046,1784054700.837105,destination_boot_start,
10472.725009164,161.89459946399984,1784054700.837431,destination_process_started,pid=19633
10472.826427176,161.9960174759999,1784054700.9388492,destination_qmp_ready,
10472.828017614,161.99760791399967,1784054700.9404392,migration_started,
10489.900738658,179.07032895799966,1784054718.0131607,migration_end,
10490.148452098,179.3180423979993,1784054718.2608743,source_terminate_requested,pid=19361
10490.212117337,179.38170763699964,1784054718.3245394,source_terminated,pid=19361
10657.235124221,346.40471452100064,1784054885.3475468,benchmark_end,
