timestamp,elapsed_sec,blks_hit,blks_read,hit_delta,read_delta,buffer_hit_ratio_pct
1784057279,1,82515,1594,,,
1784057280,2,83243,1669,728,75,90.66
1784057281,3,104975,4286,21732,2617,89.25
1784057282,4,122490,6766,17515,2480,87.60
1784057283,5,139875,9081,17385,2315,88.25
1784057284,6,157284,11219,17409,2138,89.06
1784057285,7,178132,13777,20848,2558,89.07
1784057286,8,223653,18819,45521,5042,90.03
1784057287,9,270905,23722,47252,4903,90.60
1784057288,10,316226,28615,45321,4893,90.26
1784057289,11,366284,34080,50058,5465,90.16
1784057290,12,413459,39366,47175,5286,89.92
1784057291,13,463330,44899,49871,5533,90.01
1784057292,14,512450,50518,49120,5619,89.73
1784057293,15,560496,55986,48046,5468,89.78
1784057294,16,609711,61665,49215,5679,89.65
1784057295,17,657637,67343,47926,5678,89.41
1784057296,18,705003,73080,47366,5737,89.20
1784057297,19,752767,78794,47764,5714,89.32
1784057298,20,800116,84509,47349,5715,89.23
1784057299,21,849677,90510,49561,6001,89.20
1784057300,22,898068,96590,48391,6080,88.84
1784057301,23,945454,102552,47386,5962,88.82
1784057302,24,994228,108630,48774,6078,88.92
1784057303,25,1040565,114519,46337,5889,88.72
1784057304,26,1089881,120680,49316,6161,88.89
1784057305,27,1137332,126787,47451,6107,88.60
1784057307,29,1202726,135265,65394,8478,88.52
1784057308,30,1264733,143417,62007,8152,88.38
1784057309,31,1315093,150011,50360,6594,88.42
1784057310,32,1352547,155012,37454,5001,88.22
1784057311,33,1394106,160504,41559,5492,88.33
1784057312,34,1439747,166590,45641,6086,88.23
1784057313,35,1477195,171601,37448,5011,88.20
1784057314,36,1520219,177368,43024,5767,88.18
1784057315,37,1539306,179929,19087,2561,88.17
1784057316,38,1549241,181177,9935,1248,88.84
1784057317,39,1559173,182481,9932,1304,88.39
1784057318,40,1564334,183161,5161,680,88.36
1784057319,41,1570806,184013,6472,852,88.37
1784057320,42,1574144,184438,3338,425,88.71
1784057321,43,1579324,185078,5180,640,89.00
1784057322,44,1584413,185705,5089,627,89.03
1784057323,45,1588956,186293,4543,588,88.54
1784057324,46,1594151,186938,5195,645,88.96
1784057325,47,1600275,187696,6124,758,88.99
1784057326,48,1610849,189145,10574,1449,87.95
1784057327,49,1629085,191585,18236,2440,88.20
1784057328,50,1648040,194087,18955,2502,88.34
1784057329,51,1666448,196626,18408,2539,87.88
1784057330,52,1684619,199135,18171,2509,87.87
