t_monotonic,t_since_run_start,timestamp_unix,event,details
11376.061814514,0.00040235599954030477,1784055604.1742373,run_start,
11376.062785946,0.0013737879999098368,1784055604.1752079,source_vm_started,pid=21138
11376.165007923,0.10359576500013645,1784055604.27743,source_qmp_ready,
11387.284590611,11.223178452999491,1784055615.3970127,source_ssh_ready,
11387.426694353,11.365282194999963,1784055615.5391166,source_postgres_ready,
11387.855837145,11.79442498699973,1784055615.9682593,benchmark_start,
11487.855936967,111.794524809,1784055715.9683602,destination_boot_start,
11487.856264534,111.79485237600056,1784055715.9686863,destination_process_started,pid=21336
11487.957768523,111.89635636499952,1784055716.0701907,destination_qmp_ready,
11487.959516658,111.89810450000004,1784055716.0719383,migration_started,
11597.709795805,221.64838364699972,1784055825.822218,migration_end,
11598.912608642,222.85119648399996,1784055827.0250306,source_terminate_requested,pid=21138
11599.026479,222.96506684199994,1784055827.1389012,source_terminated,pid=21138
11599.180290641,223.1188784829992,1784055827.2927127,benchmark_end,
