timestamp,elapsed_sec,total_operations,current_ops_per_sec,avg_latency_us,max_latency_us,p99_latency_us,p999_latency_us,p9999_latency_us
2026-07-14 21:31:54:133,1,1351,1351.0,10710.09,30783,28095,30095,30783
2026-07-14 21:31:55:133,2,3144,1793.0,8924.97,25247,17343,22511,25247
2026-07-14 21:31:56:133,3,5085,1941.0,8215.72,28511,17103,23647,28511
2026-07-14 21:31:57:133,4,7172,2087.0,7659.23,20623,15527,18655,20623
2026-07-14 21:31:58:133,5,11983,4811.0,3338.76,22655,8631,15031,22655
2026-07-14 21:31:59:133,6,16298,4315.0,3707.38,50911,19695,49695,50911
2026-07-14 21:32:00:133,7,21189,4891.0,3256.69,21199,13471,20127,21199
2026-07-14 21:32:01:133,8,26217,5028.0,3181.09,27535,12791,18991,19055
2026-07-14 21:32:02:133,9,31159,4942.0,3216.96,22159,13375,20463,22159
2026-07-14 21:32:03:133,10,36294,5135.0,3139.42,20095,12887,18415,18927
2026-07-14 21:32:04:133,11,41176,4882.0,3271.57,18047,12111,17919,18047
2026-07-14 21:32:05:133,12,46318,5142.0,3110.49,23343,14167,22511,22575
2026-07-14 21:32:06:133,13,51521,5203.0,3068.93,25055,13191,20335,22543
2026-07-14 21:32:07:133,14,56682,5161.0,3100.73,21375,13735,19503,19967
2026-07-14 21:32:08:133,15,62003,5321.0,3005.85,22447,12775,21551,21711
2026-07-14 21:32:09:133,16,67071,5068.0,3156.46,19119,12335,18335,19071
2026-07-14 21:32:10:133,17,72155,5084.0,3147.34,19679,14359,16343,18095
2026-07-14 21:32:11:133,18,77471,5316.0,2991.53,27983,11383,27087,27951
2026-07-14 21:32:12:133,19,82803,5332.0,2986.19,18495,12967,17535,18415
2026-07-14 21:32:13:133,20,88163,5360.0,3009.28,21823,12447,19919,21695
2026-07-14 21:32:14:133,21,93536,5373.0,2978.46,22559,11599,18543,22543
2026-07-14 21:32:15:133,22,98815,5279.0,3028.44,28703,13023,16911,26239
2026-07-14 21:32:16:133,23,104231,5416.0,2927.76,20175,11615,15647,18495
2026-07-14 21:32:17:133,24,109620,5389.0,2987.28,24303,12343,17231,18767
2026-07-14 21:32:18:133,25,114969,5349.0,2995.38,25055,12959,20223,22255
2026-07-14 21:32:19:133,26,120417,5448.0,2898.5,36255,11175,17807,23279
2026-07-14 21:32:20:862,27,125691,3050.32,3066.38,42655,13231,38367,39263
2026-07-14 21:32:21:862,28,131169,5478.0,2922.86,23039,11471,18543,20911
2026-07-14 21:32:22:862,29,135299,4130.0,3869.04,52255,17487,26063,52255
2026-07-14 21:32:23:862,30,140899,5600.0,2858.89,15943,10943,15615,15935
2026-07-14 21:32:24:862,31,142408,1509.0,10519.34,45759,24863,40671,45759
2026-07-14 21:32:25:862,32,143564,1156.0,13837.63,35775,21775,32271,35775
2026-07-14 21:32:26:862,33,144700,1136.0,14095.36,114495,33823,65503,114495
2026-07-14 21:32:27:862,34,145808,1108.0,14440.14,55775,30399,42591,55775
2026-07-14 21:32:28:862,35,146666,858.0,18736.13,67775,45695,61151,67775
2026-07-14 21:32:29:862,36,148816,2150.0,7430.6,46943,24287,36607,46943
2026-07-14 21:32:30:862,37,151086,2270.0,7053.77,39551,23231,32431,39551
2026-07-14 21:32:31:862,38,153280,2194.0,7267.16,35839,23023,31375,35839
2026-07-14 21:32:32:862,39,155277,1997.0,8029.14,38975,23919,36255,38975
2026-07-14 21:32:33:862,40,157175,1898.0,8421.5,41663,30607,34975,41663
2026-07-14 21:32:34:862,41,159115,1940.0,8205.71,49247,26591,39551,49247
2026-07-14 21:32:35:862,42,161189,2074.0,7761.43,34463,24655,30639,34463
2026-07-14 21:32:36:862,43,163261,2072.0,7717.26,53183,25615,45247,53183
2026-07-14 21:32:37:862,44,165384,2123.0,7428.38,37727,24623,28303,37727
2026-07-14 21:32:38:862,45,167400,2016.0,7980.41,47423,31183,43295,47423
2026-07-14 21:32:39:862,46,169361,1961.0,8220.21,59455,29807,51711,59455
2026-07-14 21:32:40:862,47,171391,2030.0,7877.44,40031,25247,29599,40031
2026-07-14 21:32:41:862,48,173410,2019.0,7929.56,34527,29951,32703,34527
2026-07-14 21:32:42:862,49,175410,2000.0,7981.24,52895,25663,35999,52895
2026-07-14 21:32:43:862,50,177457,2047.0,7830.33,50335,32351,47359,50335
2026-07-14 21:32:44:862,51,179504,2047.0,7813.06,58783,28383,38911,58783
2026-07-14 21:32:45:862,52,181549,2045.0,7826.14,46591,26783,35743,46591
