t_monotonic,t_since_run_start,timestamp_unix,event,details
12325.108612362,0.00048367000090365764,1784056553.2210348,run_start,
12325.109437165,0.0013084729998809053,1784056553.2218587,source_vm_started,pid=22857
12325.210913288,0.10278459599976486,1784056553.3233354,source_qmp_ready,
12337.624838343,12.516709650999474,1784056565.7372606,source_ssh_ready,
12338.706155765,13.598027072999685,1784056566.818578,source_postgres_ready,
12339.135360476,14.027231784000833,1784056567.2477825,benchmark_start,
12439.135437589,114.0273088970007,1784056667.2478604,destination_boot_start,
12439.135699475,114.02757078300056,1784056667.2481213,destination_process_started,pid=23044
12439.23709827,114.12896957799967,1784056667.3495202,destination_qmp_ready,
12439.239538883,114.1314101909993,1784056667.3519607,migration_started,
12551.784283728,226.67615503600064,1784056779.8967059,migration_end,
12552.420346181,227.31221748899952,1784056780.532768,source_terminate_requested,pid=22857
12552.534331044,227.42620235200047,1784056780.6467538,source_terminated,pid=22857
12552.685498155,227.57736946300065,1784056780.79792,benchmark_end,
