t_monotonic,t_since_run_start,timestamp_unix,event,details
23393.624436296,0.0004308159986976534,1784067621.7368588,run_start,
23393.625327928,0.0013224479989730753,1784067621.7377498,source_vm_started,pid=40648
23393.726813678,0.1028081980002753,1784067621.839236,source_qmp_ready,
23407.057879271,13.433873791000224,1784067635.1703012,source_ssh_ready,
23407.21079542,13.586789940000017,1784067635.3232174,source_postgres_ready,
23407.642788711,14.01878323100027,1784067635.7552106,benchmark_start,
23557.64287121,164.01886572999865,1784067785.7552938,destination_boot_start,
23557.643168367,164.01916288700158,1784067785.7555902,destination_process_started,pid=40857
23557.744817805,164.12081232499986,1784067785.8572397,destination_qmp_ready,
23557.769219212,164.14521373200114,1784067785.881641,source_stopped,
23557.770856887,164.1468514070002,1784067785.8832786,migration_started,
23572.038456927,178.414451446999,1784067800.1508791,migration_end,
23572.361843863,178.73783838300005,1784067800.474266,destination_resumed,
23572.799362734,179.17535725400012,1784067800.9117846,source_terminate_requested,pid=40648
23572.863138149,179.23913266900126,1784067800.9755602,source_terminated,pid=40648
23650.422689617,256.79868413700024,1784067878.535112,benchmark_end,
