t_monotonic,t_since_run_start,timestamp_unix,event,details
23939.883644174,0.00042938600017805584,1784068167.9960663,run_start,
23939.884503796,0.001289008003368508,1784068167.9969254,source_vm_started,pid=41527
23939.985938847,0.10272405900104786,1784068168.098361,source_qmp_ready,
23951.069329508,11.18611471999975,1784068179.1817515,source_ssh_ready,
23951.218055225,11.334840437000821,1784068179.3304775,source_postgres_ready,
23951.647304651,11.764089863001573,1784068179.7597265,benchmark_start,
24101.647385548,161.76417076000143,1784068329.759808,destination_boot_start,
24101.647695035,161.7644802470022,1784068329.760117,destination_process_started,pid=41757
24101.749106566,161.86589177800124,1784068329.8615286,destination_qmp_ready,
24101.750860709,161.86764592100008,1784068329.8632824,source_stopped,
24101.752160658,161.8689458700028,1784068329.8645823,migration_started,
24115.818455962,175.9352411740001,1784068343.9308782,migration_end,
24116.155604892,176.2723901040008,1784068344.268027,destination_resumed,
24116.780311057,176.89709626900003,1784068344.892733,source_terminate_requested,pid=41527
24116.844013444,176.9607986560004,1784068344.9564354,source_terminated,pid=41527
24203.056104248,263.1728894600019,1784068431.1685264,benchmark_end,
