timestamp,elapsed_sec,total_operations,current_ops_per_sec,avg_latency_us,max_latency_us,p99_latency_us,p999_latency_us,p9999_latency_us
2026-07-15 00:38:45:841,1,648,648.0,5658.57,27887,11879,27823,27887
2026-07-15 00:38:46:841,2,1402,754.0,5297.83,12711,11823,12663,12711
2026-07-15 00:38:47:841,3,2149,747.0,5346.45,12807,10911,11943,12807
2026-07-15 00:38:48:841,4,2885,736.0,5414.86,13543,11887,13511,13543
2026-07-15 00:38:49:841,5,4336,1451.0,2758.81,12807,8791,12039,12807
2026-07-15 00:38:50:841,6,6032,1696.0,2353.98,12063,5799,11959,12063
2026-07-15 00:38:51:841,7,7774,1742.0,2292.69,14751,5783,13983,14751
2026-07-15 00:38:52:841,8,9605,1831.0,2184.08,5951,5559,5939,5951
2026-07-15 00:38:53:841,9,11288,1683.0,2372.11,45439,9111,36927,45439
2026-07-15 00:38:54:841,10,12977,1689.0,2366.69,32303,11671,32255,32303
2026-07-15 00:38:55:841,11,14672,1695.0,2357.98,20287,11479,19167,20287
2026-07-15 00:38:56:841,12,16335,1663.0,2402.96,19407,11511,18703,19407
2026-07-15 00:38:57:841,13,18072,1737.0,2302.26,31759,11871,25055,31759
2026-07-15 00:38:58:841,14,19930,1858.0,2148.88,18815,9575,17967,18815
2026-07-15 00:38:59:841,15,21763,1833.0,2180.01,18607,10935,18543,18607
2026-07-15 00:39:00:841,16,23579,1816.0,2201.64,22383,12455,19135,22383
2026-07-15 00:39:01:841,17,25465,1886.0,2117.59,18863,10383,18831,18863
2026-07-15 00:39:02:841,18,27316,1851.0,2159.52,20767,10015,19887,20767
2026-07-15 00:39:03:841,19,29114,1798.0,2220.65,15879,11015,14471,15879
2026-07-15 00:39:04:841,20,31022,1908.0,2070.29,20479,8215,19679,20479
2026-07-15 00:39:05:841,21,32863,1841.0,2196.05,17871,10695,17855,17871
2026-07-15 00:39:06:841,22,34682,1819.0,2194.43,20271,10895,20239,20271
2026-07-15 00:39:07:841,23,36588,1906.0,2097.96,16207,9239,15879,16207
