t_monotonic,t_since_run_start,timestamp_unix,event,details
29774.578419808,0.0004446060011105146,1784074002.6908422,run_start,
29774.579891583,0.0019163809993187897,1784074002.6923134,source_vm_started,pid=52158
29774.681492463,0.10351726100270753,1784074002.7939148,source_qmp_ready,
29788.056055261,13.478080059001513,1784074016.1684768,source_ssh_ready,
29788.206969007,13.628993804999482,1784074016.3193913,source_postgres_ready,
29788.63917155,14.061196348000522,1784074016.7515936,benchmark_start,
29888.639227548,114.0612523460004,1784074116.7516503,destination_boot_start,
29888.639544844,114.06156964200272,1784074116.7519667,destination_process_started,pid=52347
29888.743270316,114.16529511400222,1784074116.8556924,destination_qmp_ready,
29888.745995139,114.1680199370021,1784074116.8584168,migration_started,
29913.845802215,139.2678270130018,1784074141.9582243,postcopy_requested,
29914.046743998,139.4687687959995,1784074142.159166,postcopy_started,
29914.448374106,139.87039890400047,1784074142.5607965,migration_end,
29915.012035511,140.43406030900223,1784074143.1244578,source_terminate_requested,pid=52158
29915.103535354,140.52556015200025,1784074143.2159574,source_terminated,pid=52158
30006.38230608,231.80433087799975,1784074234.4947288,benchmark_end,
