t_monotonic,t_since_run_start,timestamp_unix,event,details
30717.730617249,0.0003926959980162792,1784074945.8430398,run_start,
30717.733574828,0.0033502749975014012,1784074945.846,source_vm_started,pid=53968
30717.835631613,0.10540706000028877,1784074945.9480538,source_qmp_ready,
30731.006726551,13.27650199799973,1784074959.1191487,source_ssh_ready,
30731.153041666,13.422817112998018,1784074959.2654638,source_postgres_ready,
30731.597507401,13.867282847997558,1784074959.7099295,benchmark_start,
30831.597591629,113.86736707599994,1784075059.710014,destination_boot_start,
30831.597880315,113.86765576199832,1784075059.7103019,destination_process_started,pid=54158
30831.701687217,113.97146266399795,1784075059.8141093,destination_qmp_ready,
30831.704521138,113.97429658499823,1784075059.816943,migration_started,
30856.808175078,139.07795052499932,1784075084.9205973,postcopy_requested,
30857.210070033,139.47984548000022,1784075085.3224924,postcopy_started,
30857.612301774,139.88207722099833,1784075085.724724,migration_end,
30857.94472449,140.21449993699935,1784075086.0571465,source_terminate_requested,pid=53968
30858.035969495,140.30574494199755,1784075086.1483917,source_terminated,pid=53968
30947.330643757,229.60041920399817,1784075175.443066,benchmark_end,
