timestamp,elapsed_sec,total_operations,current_ops_per_sec,avg_latency_us,max_latency_us,p99_latency_us,p999_latency_us,p9999_latency_us
2026-07-15 02:03:02:682,1,1334,1334.0,10916.22,34207,32719,34111,34207
2026-07-15 02:03:03:682,2,3024,1690.0,9464.33,23711,18335,23567,23711
2026-07-15 02:03:04:682,3,5246,2222.0,7206.79,22159,17503,21999,22159
2026-07-15 02:03:05:682,4,10100,4854.0,3287.94,13223,6755,10183,13223
2026-07-15 02:03:06:682,5,14573,4473.0,3568.94,48447,17983,48127,48447
2026-07-15 02:03:07:682,6,19109,4536.0,3536.9,30159,15111,18031,30159
2026-07-15 02:03:08:682,7,24239,5130.0,3101.2,22671,10983,20143,21183
2026-07-15 02:03:09:682,8,29266,5027.0,3189.82,22943,14151,22079,22207
2026-07-15 02:03:10:682,9,34218,4952.0,3233.3,18863,13519,18767,18863
2026-07-15 02:03:11:682,10,39381,5163.0,3078.16,23343,11879,18575,21631
2026-07-15 02:03:12:682,11,44265,4884.0,3290.1,19295,14303,18479,19295
2026-07-15 02:03:13:682,12,49586,5321.0,2999.07,23519,11663,17103,22479
2026-07-15 02:03:14:682,13,54659,5073.0,3159.66,31167,15239,22143,27535
2026-07-15 02:03:15:682,14,59797,5138.0,3111.56,25423,15671,21727,24447
2026-07-15 02:03:16:682,15,65219,5422.0,2948.37,20463,11647,19439,19647
2026-07-15 02:03:17:682,16,70503,5284.0,3026.57,29567,14079,20767,28543
2026-07-15 02:03:18:682,17,75976,5473.0,2917.96,15919,9663,15479,15863
2026-07-15 02:03:19:682,18,81441,5465.0,2931.67,34463,10511,24207,34399
2026-07-15 02:03:20:682,19,86779,5338.0,2991.95,19887,12055,18943,19791
2026-07-15 02:03:21:682,20,92084,5305.0,3017.22,18959,12999,16719,17663
2026-07-15 02:03:22:682,21,97268,5184.0,3075.07,24047,14135,18191,19855
2026-07-15 02:03:23:682,22,102820,5552.0,2889.06,22719,11799,16223,19919
2026-07-15 02:03:24:682,23,108288,5468.0,2925.3,18015,12111,15583,18015
2026-07-15 02:03:25:682,24,113584,5296.0,3014.88,20815,13559,17071,20159
2026-07-15 02:03:26:682,25,119139,5555.0,2881.82,30223,12311,16703,28399
2026-07-15 02:03:27:682,26,124299,5160.0,3094.85,41535,15055,41407,41439
2026-07-15 02:03:29:246,27,129745,3482.1,2943.25,21887,11911,16671,21871
2026-07-15 02:03:30:246,28,134427,4682.0,3400.5,25199,15583,18607,25199
2026-07-15 02:03:31:246,29,139645,5218.0,3062.4,25087,14359,19407,19599
2026-07-15 02:03:32:246,30,143277,3632.0,4416.29,42719,17423,26303,42719
2026-07-15 02:03:33:246,31,148770,5493.0,2917.74,22879,12519,17967,18079
2026-07-15 02:03:34:246,32,153627,4857.0,3284.89,60031,16079,22511,60031
2026-07-15 02:03:35:246,33,158641,5014.0,3193.36,46399,15871,30239,45855
2026-07-15 02:03:36:246,34,163198,4557.0,3507.5,62399,16591,38143,62399
2026-07-15 02:03:37:246,35,165065,1867.0,8537.1,61119,21311,43391,61119
2026-07-15 02:03:38:246,36,166218,1153.0,13841.56,61855,27439,59775,61855
2026-07-15 02:03:39:246,37,167100,882.0,18091.2,55519,33279,52031,55519
2026-07-15 02:03:40:246,38,168866,1766.0,9129.31,62175,30591,55679,62175
2026-07-15 02:03:41:246,39,170919,2053.0,7758.38,42431,28991,34975,42431
