t_monotonic,t_since_run_start,timestamp_unix,event,details
64018.577027404,0.0008860279995133169,1784108246.6894495,run_start,
64018.664974908,0.08883353200508282,1784108246.7773972,source_vm_started,pid=101050
64018.766581136,0.19043976000102703,1784108246.8790033,source_qmp_ready,
64029.854535507,11.278394131004461,1784108257.9669573,ssh_ready,
64029.998732416,11.4225910400055,1784108258.1111543,postgres_ready,
64030.42851859,11.852377214003354,1784108258.5409408,source_benchmark_start,
64030.42854529,11.852403914002934,1784108258.540967,benchmark_start,
64180.428622576,161.85248120000324,1784108408.5410454,destination_boot_start,
64180.428930652,161.85278927600302,1784108408.5413525,destination_process_started,pid=101437
64180.530521335,161.95437995900284,1784108408.6429431,destination_qmp_ready,
64195.118649099,176.54250772300293,1784108423.231071,destination_ssh_ready,
64195.417940826,176.84179945000506,1784108423.530363,destination_standby_postgres_ready,
64221.970680772,203.39453939600207,1784108450.0831027,standby_ready,lag_bytes=16084424
64222.988050952,204.41190957600338,1784108451.100473,source_shutdown_request,
64224.754653192,206.17851181600417,1784108452.867075,source_powered_off,
64224.754671461,206.17853008500242,1784108452.8670933,standby_replay_drain_start,
64225.165553564,206.58941218800464,1784108453.2779756,standby_replay_drained,
64225.165574324,206.58943294799974,1784108453.277996,promotion_start,
64225.518746149,206.94260477300122,1784108453.6311684,promotion_complete,
64225.976067668,207.39992629200424,1784108454.0884898,destination_benchmark_start,
64594.451619119,575.8754777430004,1784108822.5640411,benchmark_end,
