timestamp,elapsed_sec,blks_hit,blks_read,hit_delta,read_delta,buffer_hit_ratio_pct
1784109044,0,2975,196,,,
1784109045,1,3334,271,359,75,82.72
1784109046,2,11136,1991,7802,1720,81.94
1784109047,3,17164,3174,6028,1183,83.59
1784109048,4,22931,4262,5767,1088,84.13
1784109049,5,28538,5270,5607,1008,84.76
1784109050,6,34103,6249,5565,979,85.04
1784109051,7,38554,7076,4451,827,84.33
1784109052,8,45804,8351,7250,1275,85.04
1784109053,9,52073,9360,6269,1009,86.14
1784109054,10,58301,10417,6228,1057,85.49
1784109055,11,64689,11478,6388,1061,85.76
1784109056,12,70671,12464,5982,986,85.85
1784109057,13,76799,13435,6128,971,86.32
1784109058,14,82666,14358,5867,923,86.41
1784109059,15,88544,15300,5878,942,86.19
1784109060,16,94537,16226,5993,926,86.62
1784109061,17,100323,17120,5786,894,86.62
1784109062,18,106649,18053,6326,933,87.15
1784109063,19,112884,18988,6235,935,86.96
1784109064,20,119130,19925,6246,937,86.96
1784109066,22,125403,20912,6273,987,86.40
1784109067,23,131503,21810,6100,898,87.17
1784109068,24,137551,22703,6048,893,87.13
1784109069,25,143680,23586,6129,883,87.41
1784109070,26,149571,24442,5891,856,87.31
1784109071,27,155432,25276,5861,834,87.54
1784109072,28,161128,26110,5696,834,87.23
1784109073,29,166816,26974,5688,864,86.81
1784109074,30,172942,27908,6126,934,86.77
1784109075,31,179086,28807,6144,899,87.24
1784109076,32,184973,29708,5887,901,86.73
1784109077,33,186559,29885,1586,177,89.96
1784109078,34,189837,30290,3278,405,89.00
1784109079,35,195492,31117,5655,827,87.24
1784109080,36,201489,32041,5997,924,86.65
1784109081,37,207575,32956,6086,915,86.93
1784109082,38,213693,33871,6118,915,86.99
1784109083,39,219599,34728,5906,857,87.33
1784109084,40,225649,35549,6050,821,88.05
1784109085,41,231584,36392,5935,843,87.56
1784109086,42,237484,37276,5900,884,86.97
1784109087,43,243398,38118,5914,842,87.54
1784109088,44,249147,38899,5749,781,88.04
1784109089,45,254992,39753,5845,854,87.25
1784109090,46,260918,40585,5926,832,87.69
1784109091,47,267086,41464,6168,879,87.53
1784109092,48,273146,42315,6060,851,87.69
1784109093,49,279640,43229,6494,914,87.66
1784109094,50,285839,44096,6199,867,87.73
1784109095,51,292119,44985,6280,889,87.60
1784109096,52,298136,45847,6017,862,87.47
