t_monotonic,t_since_run_start,timestamp_unix,event,details
34699.465652865,0.0010892280042753555,1784078927.578075,run_start,
34699.523583964,0.05902032700396376,1784078927.6360059,source_vm_started,pid=61817
34699.625289968,0.16072633099975064,1784078927.7377121,source_qmp_ready,
34710.720879518,11.256315881000774,1784078938.8333013,ssh_ready,
34710.870525032,11.405961395001214,1784078938.982947,postgres_ready,
34711.302295963,11.837732326006517,1784078939.414718,source_benchmark_start,
34711.302319053,11.837755416003347,1784078939.4147408,benchmark_start,
34862.110329583,162.64576594600658,1784079090.2227514,source_powerdown_requested,
34863.626399029,164.16183539200574,1784079091.7388208,source_powered_off,
34863.626421918,164.16185828100424,1784079091.7388437,destination_boot_start,
34863.626617827,164.1620541900047,1784079091.7390397,destination_process_started,pid=62154
34863.728228983,164.26366534599947,1784079091.840651,destination_qmp_ready,
34877.215105038,177.7505414010011,1784079105.3275275,destination_postgres_ready,
34877.504714079,178.0401504420006,1784079105.6171358,destination_benchmark_start,
35078.364058487,378.899494850004,1784079306.4764805,benchmark_end,
