timestamp,elapsed_sec,total_operations,current_ops_per_sec,avg_latency_us,max_latency_us,p99_latency_us,p999_latency_us,p9999_latency_us
2026-07-15 04:20:49:382,1,683,682.32,5426.76,28735,11415,28271,28735
2026-07-15 04:20:50:382,2,1414,731.0,5448.58,15119,11519,11591,15119
2026-07-15 04:20:51:382,3,2130,716.0,5614.73,17439,11839,16943,17439
2026-07-15 04:20:52:382,4,2837,707.0,5649.54,12991,12087,12159,12991
2026-07-15 04:20:53:382,5,3519,682.0,5854.33,22991,12455,15463,22991
2026-07-15 04:20:54:382,6,4222,703.0,5669.32,15839,12271,15839,15839
2026-07-15 04:20:55:382,7,5088,866.0,4626.16,11743,10183,11735,11743
2026-07-15 04:20:56:382,8,6183,1095.0,3639.2,13927,11663,13911,13927
2026-07-15 04:20:57:382,9,8333,2150.0,1863.33,8151,4887,8075,8151
2026-07-15 04:20:58:382,10,10569,2236.0,1786.65,5971,4467,5131,5971
2026-07-15 04:20:59:382,11,12518,1949.0,2050.03,57919,8135,56191,57919
2026-07-15 04:21:00:382,12,14559,2041.0,1956.91,20015,9863,15767,20015
2026-07-15 04:21:01:382,13,16641,2082.0,1919.97,15015,8415,14767,15015
2026-07-15 04:21:02:382,14,18631,1990.0,1994.19,15647,7979,14671,15647
2026-07-15 04:21:03:382,15,20705,2074.0,1938.91,16527,9039,14791,16527
2026-07-15 04:21:04:382,16,22794,2089.0,1911.1,17199,9319,16831,17199
2026-07-15 04:21:05:382,17,24815,2021.0,1977.65,20319,9887,19855,20319
2026-07-15 04:21:06:382,18,26897,2082.0,1919.04,15231,8311,15143,15231
2026-07-15 04:21:07:382,19,28960,2063.0,1932.57,14303,8003,14127,14303
2026-07-15 04:21:08:382,20,30985,2025.0,1978.05,21695,10711,21695,21695
2026-07-15 04:21:09:382,21,33038,2053.0,1945.53,17215,7911,16399,17215
2026-07-15 04:21:10:382,22,35052,2014.0,1983.69,17503,7963,14559,17503
2026-07-15 04:21:11:382,23,37127,2075.0,1924.94,14399,7847,14383,14399
2026-07-15 04:21:12:382,24,39235,2108.0,1894.85,18559,7611,18543,18559
2026-07-15 04:21:13:382,25,41255,2020.0,1977.72,15847,8015,15831,15847
2026-07-15 04:21:14:382,26,43204,1949.0,2050.65,34591,10543,30367,34591
2026-07-15 04:21:16:512,28,45235,953.97,1963.5,21215,8479,16231,21215
2026-07-15 04:21:17:512,29,47241,2006.0,1994.73,16039,8871,15943,16039
2026-07-15 04:21:18:512,30,49276,2035.0,1963.19,16071,7979,14687,16071
2026-07-15 04:21:19:512,31,51383,2107.0,1895.65,16479,8615,14263,16479
2026-07-15 04:21:20:512,32,53495,2112.0,1893.01,16975,7139,14327,16975
2026-07-15 04:21:21:512,33,55473,1978.0,2019.88,15735,10711,15639,15735
2026-07-15 04:21:22:511,34,57579,2106.0,1896.78,14311,7811,14199,14311
2026-07-15 04:21:23:511,35,59501,1922.0,2064.06,17535,10583,16183,17535
2026-07-15 04:21:24:512,36,59803,302.0,13272.07,21615,21423,21615,21615
2026-07-15 04:21:25:512,37,60116,313.0,12796.12,27599,19743,27599,27599
2026-07-15 04:21:26:512,38,60423,307.0,13005.19,21039,20207,21039,21039
2026-07-15 04:21:27:512,39,62144,1721.0,2322.08,20847,14711,20047,20847
2026-07-15 04:21:28:511,40,64236,2092.0,1919.09,22447,7947,17183,22447
2026-07-15 04:21:29:511,41,66306,2070.0,1928.87,13919,7899,13887,13919
2026-07-15 04:21:30:512,42,68474,2168.0,1843.59,16327,6343,11583,16327
2026-07-15 04:21:31:512,43,70581,2107.0,1894.2,14775,7891,10807,14775
2026-07-15 04:21:32:512,44,72695,2114.0,1894.29,13167,7535,11543,13167
2026-07-15 04:21:33:512,45,73928,1233.0,3231.88,21983,14623,21935,21983
2026-07-15 04:21:34:512,46,74892,964.0,4154.32,20287,14743,19391,20287
2026-07-15 04:21:35:512,47,75865,973.0,4115.35,22271,12847,16311,22271
2026-07-15 04:21:36:512,48,76669,804.0,4939.22,23631,18479,21759,23631
2026-07-15 04:21:37:512,49,77373,704.0,5716.41,20351,16119,20303,20351
2026-07-15 04:21:38:512,50,78042,669.0,5964.36,24111,15871,24111,24111
2026-07-15 04:21:39:512,51,78725,683.0,5861.68,25151,20847,24511,25151
2026-07-15 04:21:40:512,52,79397,672.0,5948.58,19087,15991,19071,19087
2026-07-15 04:21:41:511,53,80076,679.0,5862.62,25343,16375,25295,25343
2026-07-15 04:21:42:511,54,80757,681.0,5894.8,17039,16543,17039,17039
2026-07-15 04:21:43:511,55,81429,672.0,5951.47,28351,16751,28335,28351
2026-07-15 04:21:44:512,56,82068,639.0,6269.87,28447,20799,28447,28447
2026-07-15 04:21:45:511,57,82692,624.0,6407.04,31359,27215,28463,31359
2026-07-15 04:21:46:512,58,83364,672.0,5910.89,20527,17007,20527,20527
2026-07-15 04:21:47:512,59,84012,648.0,6150.46,31759,16543,26191,31759
2026-07-15 04:21:48:511,60,84684,672.0,6010.84,28271,16895,28255,28271
2026-07-15 04:21:49:511,61,85349,665.0,6003.18,27199,16831,27167,27199
2026-07-15 04:21:50:511,62,86020,671.0,5965.14,24655,16263,24639,24655
2026-07-15 04:21:51:512,63,86660,640.0,6253.08,30991,23871,30527,30991
2026-07-15 04:21:52:512,64,87335,675.0,5922.03,18367,17375,18335,18367
2026-07-15 04:21:53:512,65,87983,648.0,6112.01,29183,18239,28623,29183
2026-07-15 04:21:54:512,66,88648,665.0,6066.61,24559,15951,24511,24559
2026-07-15 04:21:55:511,67,89278,630.0,6348.25,32399,25103,32399,32399
2026-07-15 04:21:56:512,68,89906,628.0,6379.29,27903,22943,25951,27903
2026-07-15 04:21:57:512,69,90570,664.0,6013.07,34111,18607,34111,34111
2026-07-15 04:21:58:512,70,90873,303.0,13018.39,40095,35071,40095,40095
