t_monotonic,t_since_run_start,timestamp_unix,event,details
42955.871823461,0.0009437400003662333,1784087183.9842458,run_start,
42956.035697502,0.16481778099841904,1784087184.14812,source_vm_started,pid=76538
42956.137098562,0.26621884100313764,1784087184.2495205,source_qmp_ready,
42969.448515115,13.577635394001845,1784087197.5609372,ssh_ready,
42969.595831868,13.724952147000295,1784087197.708254,postgres_ready,
42970.027254605,14.156374883998069,1784087198.1396766,source_benchmark_start,
42970.027278355,14.15639863400429,1784087198.1397002,benchmark_start,
43120.027345373,164.1564656519986,1784087348.1397674,destination_boot_start,
43120.02755269,164.1566729690021,1784087348.1399744,destination_process_started,pid=76780
43120.128842214,164.25796249300038,1784087348.241264,destination_qmp_ready,
43136.065815277,180.1949355559991,1784087364.1782374,destination_ssh_ready,
43136.369035635,180.49815591399965,1784087364.4814577,destination_standby_postgres_ready,
43175.422793968,219.55191424700024,1784087403.5352159,standby_ready,lag_bytes=0
43176.162062385,220.29118266400474,1784087404.2744846,source_shutdown_request,
43177.478608682,221.6077289610039,1784087405.5910308,source_powered_off,
43177.478640882,221.6077611610017,1784087405.5910625,standby_replay_drain_start,
43177.723410272,221.85253055100475,1784087405.8358324,standby_replay_drained,
43177.723429172,221.85254945100314,1784087405.8358507,promotion_start,
43178.081826551,222.2109468300041,1784087406.1942484,promotion_complete,
43178.537224114,222.66634439300105,1784087406.649646,destination_benchmark_start,
43380.113669429,424.24278970800515,1784087608.2260916,benchmark_end,
