timestamp,elapsed_sec,blks_hit,blks_read,hit_delta,read_delta,buffer_hit_ratio_pct
1784086761,0,82515,1594,,,
1784086762,1,82845,1669,330,75,81.48
1784086763,2,91547,2985,8702,1316,86.86
1784086764,3,99237,4158,7690,1173,86.77
1784086765,4,106506,5193,7269,1035,87.54
1784086766,5,114200,6281,7694,1088,87.61
1784086767,6,123805,7592,9605,1311,87.99
1784086768,7,132952,8790,9147,1198,88.42
1784086769,8,150802,11149,17850,2359,88.33
1784086770,9,171668,13710,20866,2561,89.07
1784086771,10,193484,16273,21816,2563,89.49
1784086772,11,212173,18334,18689,2061,90.07
1784086773,12,231769,20485,19596,2151,90.11
1784086774,13,252003,22596,20234,2111,90.55
1784086776,15,271940,24647,19937,2051,90.67
1784086777,16,291562,26832,19622,2185,89.98
1784086778,17,310968,28988,19406,2156,90.00
1784086779,18,330947,31192,19979,2204,90.06
1784086780,19,350688,33301,19741,2109,90.35
1784086781,20,370515,35535,19827,2234,89.87
1784086782,21,390659,37800,20144,2265,89.89
1784086783,22,410314,39989,19655,2189,89.98
1784086784,23,429653,42138,19339,2149,90.00
1784086785,24,449446,44381,19793,2243,89.82
1784086786,25,468542,46507,19096,2126,89.98
1784086787,26,488484,48778,19942,2271,89.78
1784086788,27,507639,51029,19155,2251,89.48
1784086790,29,528957,53502,21318,2473,89.61
1784086791,30,547909,55721,18952,2219,89.52
1784086792,31,566718,57993,18809,2272,89.22
1784086793,32,586125,60246,19407,2253,89.60
1784086794,33,604920,62474,18795,2228,89.40
1784086795,34,623657,64690,18737,2216,89.42
1784086796,35,642950,67032,19293,2342,89.17
1784086797,36,661091,69229,18141,2197,89.20
1784086798,37,664297,69606,3206,377,89.48
1784086799,38,667714,69985,3417,379,90.02
1784086800,39,670810,70337,3096,352,89.79
1784086801,40,687526,72311,16716,1974,89.44
1784086802,41,706693,74627,19167,2316,89.22
1784086803,42,725430,76915,18737,2288,89.12
1784086804,43,745349,79307,19919,2392,89.28
1784086805,44,761866,81437,16517,2130,88.58
1784086806,45,783797,83988,21931,2551,89.58
1784086807,46,791363,84885,7566,897,89.40
1784086808,47,797810,85641,6447,756,89.50
1784086809,48,804576,86444,6766,803,89.39
1784086810,49,811242,87241,6666,797,89.32
1784086811,50,817723,87979,6481,738,89.78
1784086812,51,823841,88691,6118,712,89.58
1784086813,52,829879,89409,6038,718,89.37
1784086814,53,835982,90149,6103,740,89.19
1784086815,54,842151,90880,6169,731,89.41
1784086816,55,848338,91596,6187,716,89.63
1784086817,56,854473,92312,6135,716,89.55
1784086818,57,860820,93058,6347,746,89.48
1784086819,58,867039,93810,6219,752,89.21
1784086820,59,873172,94525,6133,715,89.56
1784086821,60,879589,95276,6417,751,89.52
1784086822,61,885767,95987,6178,711,89.68
1784086823,62,891892,96741,6125,754,89.04
1784086824,63,897953,97482,6061,741,89.11
1784086825,64,903745,98200,5792,718,88.97
1784086826,65,909909,98903,6164,703,89.76
1784086827,66,916018,99618,6109,715,89.52
1784086828,67,922222,100385,6204,767,89.00
1784086829,68,928329,101133,6107,748,89.09
1784086830,69,934419,101891,6090,758,88.93
1784086831,70,940483,102628,6064,737,89.16
1784086832,71,942729,102875,2246,247,90.09
1784086833,72,944644,103085,1915,210,90.12
1784086834,73,946823,103318,2179,233,90.34
1784086835,74,952983,104055,6160,737,89.31
1784086836,75,959000,104785,6017,730,89.18
1784086837,76,965035,105536,6035,751,88.93
1784086838,77,970941,106243,5906,707,89.31
1784086839,78,977069,106985,6128,742,89.20
1784086840,79,983090,107695,6021,710,89.45
1784086841,80,989241,108475,6151,780,88.75
1784086842,81,995205,109207,5964,732,89.07
1784086843,82,1001472,110026,6267,819,88.44
1784086844,83,1007704,110799,6232,773,88.97
1784086845,84,1013704,111547,6000,748,88.92
1784086846,85,1019688,112268,5984,721,89.25
1784086847,86,1025545,112973,5857,705,89.26
1784086848,87,1031462,113688,5917,715,89.22
1784086849,88,1037607,114424,6145,736,89.30
1784086850,89,1043613,115174,6006,750,88.90
1784086851,90,1049683,115925,6070,751,88.99
1784086852,91,1055519,116644,5836,719,89.03
1784086853,92,1061933,117445,6414,801,88.90
1784086854,93,1068124,118247,6191,802,88.53
1784086855,94,1074209,118992,6085,745,89.09
1784086856,95,1080096,119745,5887,753,88.66
1784086857,96,1086187,120448,6091,703,89.65
1784086858,97,1092090,121174,5903,726,89.05
1784086859,98,1098148,121963,6058,789,88.48
1784086860,99,1104040,122774,5892,811,87.90
1784086861,100,1110029,123549,5989,775,88.54
1784086862,101,1115960,124296,5931,747,88.81
1784086863,102,1122137,125046,6177,750,89.17
1784086864,103,1128257,125814,6120,768,88.85
1784086865,104,1132992,126388,4735,574,89.19
1784086866,105,1134989,126600,1997,212,90.40
1784086867,106,1141101,127353,6112,753,89.03
1784086868,107,1147030,128112,5929,759,88.65
1784086869,108,1153044,128863,6014,751,88.90
1784086870,109,1159190,129577,6146,714,89.59
1784086871,110,1165388,130349,6198,772,88.92
1784086872,111,1171220,131107,5832,758,88.50
1784086873,112,1177011,131850,5791,743,88.63
1784086874,113,1182991,132577,5980,727,89.16
1784086875,114,1189179,133365,6188,788,88.70
1784086876,115,1195381,134177,6202,812,88.42
1784086877,116,1201306,134921,5925,744,88.84
1784086878,117,1207089,135686,5783,765,88.32
1784086879,118,1213131,136469,6042,783,88.53
1784086880,119,1219184,137222,6053,753,88.94
1784086881,120,1225116,137969,5932,747,88.82
1784086882,121,1230848,138728,5732,759,88.31
1784086883,122,1236849,139495,6001,767,88.67
1784086884,123,1242837,140268,5988,773,88.57
1784086885,124,1248908,141009,6071,741,89.12
1784086886,125,1254990,141814,6082,805,88.31
1784086887,126,1261143,142595,6153,781,88.74
1784086888,127,1267199,143379,6056,784,88.54
1784086889,128,1273224,144118,6025,739,89.07
1784086890,129,1280589,145062,7365,944,88.64
1784086891,130,1286525,145801,5936,739,88.93
1784086892,131,1293652,146692,7127,891,88.89
1784086893,132,1300849,147626,7197,934,88.51
1784086894,133,1308178,148566,7329,940,88.63
1784086895,134,1314159,149324,5981,758,88.75
1784086896,135,1318020,149807,3861,483,88.88
1784086897,136,1320802,150163,2782,356,88.66
1784086898,137,1325591,150768,4789,605,88.78
1784086899,138,1332866,151708,7275,940,88.56
1784086901,140,1338871,152465,6005,757,88.81
1784086902,141,1344799,153189,5928,724,89.12
1784086903,142,1350745,153969,5946,780,88.40
1784086904,143,1356617,154732,5872,763,88.50
1784086905,144,1362478,155476,5861,744,88.74
1784086906,145,1368547,156239,6069,763,88.83
1784086907,146,1374511,156969,5964,730,89.09
1784086908,147,1380302,157692,5791,723,88.90
1784086909,148,1385974,158427,5672,735,88.53
1784086910,149,1391735,159119,5761,692,89.28
1784086911,150,1397702,159895,5967,776,88.49
1784086912,151,1403593,160655,5891,760,88.57
1784086913,152,1409439,161429,5846,774,88.31
1784086914,153,1415362,162186,5923,757,88.67
1784086915,154,1421291,162951,5929,765,88.57
