timestamp,elapsed_sec,total_operations,current_ops_per_sec,avg_latency_us,max_latency_us,p99_latency_us,p999_latency_us,p9999_latency_us
2026-07-15 06:25:06:108,1,550,549.45,6511.46,32367,23375,31103,32367
2026-07-15 06:25:07:108,2,1182,632.0,6280.62,31967,24559,31007,31967
2026-07-15 06:25:08:108,3,1826,644.0,6221.06,45311,34463,43199,45311
2026-07-15 06:25:09:108,4,2509,683.0,5854.94,27423,21551,25855,27423
2026-07-15 06:25:10:108,5,3192,683.0,5854.84,33311,27487,33279,33311
2026-07-15 06:25:11:108,6,3912,720.0,5542.03,33663,19615,33535,33663
2026-07-15 06:25:12:108,7,4572,660.0,6057.0,33471,21711,29023,33471
2026-07-15 06:25:13:108,8,5222,650.0,6128.31,34335,27903,34303,34335
2026-07-15 06:25:14:108,9,5868,646.0,6191.02,27295,22975,27007,27295
2026-07-15 06:25:15:108,10,6520,652.0,6133.69,41631,24255,39039,41631
2026-07-15 06:25:16:108,11,7144,624.0,6407.38,34463,29471,34431,34463
2026-07-15 06:25:17:108,12,7776,632.0,6337.74,84351,32351,84031,84351
2026-07-15 06:25:18:108,13,8449,673.0,5933.05,33087,26495,33055,33087
2026-07-15 06:25:19:108,14,9148,699.0,5722.54,35775,25439,27983,35775
2026-07-15 06:25:20:108,15,9824,676.0,5912.73,34111,31919,33983,34111
2026-07-15 06:25:21:108,16,10477,653.0,6120.05,63391,25583,60927,63391
2026-07-15 06:25:22:108,17,11136,659.0,6072.4,33951,27471,33887,33951
2026-07-15 06:25:23:108,18,11771,635.0,6278.95,37407,28159,37407,37407
2026-07-15 06:25:24:108,19,12419,648.0,6188.33,25887,24463,25855,25887
2026-07-15 06:25:25:108,20,13022,603.0,6612.49,35711,29247,33471,35711
2026-07-15 06:25:26:108,21,13730,708.0,5662.01,35775,21999,35615,35775
2026-07-15 06:25:27:108,22,14427,697.0,5737.5,27935,19583,23007,27935
2026-07-15 06:25:28:108,23,15136,709.0,5635.51,32415,24623,32399,32415
2026-07-15 06:25:29:108,24,15816,680.0,5873.79,48223,26783,39455,48223
2026-07-15 06:25:30:108,25,16519,703.0,5696.08,28879,20607,23839,28879
2026-07-15 06:25:31:108,26,17184,665.0,6003.93,28559,21487,28527,28559
2026-07-15 06:25:32:108,27,17833,649.0,6165.43,29887,22543,29151,29887
2026-07-15 06:25:33:108,28,18506,673.0,5927.04,36671,22335,36639,36671
2026-07-15 06:25:34:108,29,19114,608.0,6585.27,35199,32863,34367,35199
2026-07-15 06:25:35:108,30,19710,596.0,6600.44,33119,31567,33055,33119
2026-07-15 06:25:36:108,31,19847,137.0,29347.21,60095,60031,60095,60095
2026-07-15 06:25:37:108,32,19995,148.0,27167.57,39775,39775,39775,39775
2026-07-15 06:25:38:108,33,20134,139.0,28563.11,61503,57631,61503,61503
2026-07-15 06:25:39:108,34,20281,147.0,27168.08,57631,35679,57631,57631
2026-07-15 06:25:40:108,35,20422,141.0,27639.04,46943,45567,46943,46943
2026-07-15 06:25:41:108,36,20566,144.0,28682.83,51039,49343,51039,51039
2026-07-15 06:25:42:108,37,20728,162.0,24846.1,39039,38207,39039,39039
2026-07-15 06:25:43:108,38,20918,190.0,20748.51,33951,33695,33951,33951
2026-07-15 06:25:44:108,39,21058,140.0,28448.74,50079,35679,50079,50079
2026-07-15 06:25:45:108,40,21200,142.0,28319.15,73215,73215,73215,73215
2026-07-15 06:25:46:108,41,21360,160.0,25102.05,33983,32367,33983,33983
2026-07-15 06:25:47:108,42,21506,146.0,27585.86,45695,45663,45695,45695
2026-07-15 06:25:48:108,43,22082,576.0,6955.18,41727,33023,41727,41727
2026-07-15 06:25:49:108,44,22713,631.0,6331.46,34911,27887,34783,34911
2026-07-15 06:25:50:108,45,23378,665.0,6014.99,24223,20655,24191,24223
2026-07-15 06:25:51:108,46,24096,718.0,5565.04,32207,14799,32191,32207
2026-07-15 06:25:52:108,47,24771,675.0,5924.22,24927,20143,22543,24927
