timestamp,elapsed_sec,blks_hit,blks_read,hit_delta,read_delta,buffer_hit_ratio_pct
1784089505,1,2975,196,,,
1784089506,2,3300,271,325,75,81.25
1784089507,3,10447,1754,7147,1483,82.82
1784089508,4,15810,2840,5363,1086,83.16
1784089509,5,21506,3887,5696,1047,84.47
1784089510,6,27456,4955,5950,1068,84.78
1784089511,7,33396,5995,5940,1040,85.10
1784089512,8,39432,7066,6036,1071,84.93
1784089513,9,44877,8016,5445,950,85.14
1784089514,10,50570,9071,5693,1055,84.37
1784089515,11,56311,9971,5741,900,86.45
1784089516,12,62068,10924,5757,953,85.80
1784089517,13,67531,11837,5463,913,85.68
1784089518,14,73038,12717,5507,880,86.22
1784089519,15,78801,13625,5763,908,86.39
1784089520,16,82727,14287,3926,662,85.57
1784089521,17,90827,15582,8100,1295,86.22
1784089522,18,96425,16420,5598,838,86.98
1784089523,19,102148,17288,5723,868,86.83
1784089524,20,107730,18107,5582,819,87.21
1784089525,21,113345,18990,5615,883,86.41
1784089526,22,119094,19810,5749,820,87.52
1784089527,23,125158,20768,6064,958,86.36
1784089528,24,131087,21628,5929,860,87.33
1784089529,25,137312,22515,6225,887,87.53
1784089530,26,143168,23348,5856,833,87.55
1784089531,27,149111,24199,5943,851,87.47
1784089532,28,154827,25015,5716,816,87.51
1784089533,29,160390,25863,5563,848,86.77
1784089534,30,166140,26685,5750,822,87.49
1784089535,31,171567,27469,5427,784,87.38
1784089536,32,175911,28060,4344,591,88.02
1784089537,33,177283,28237,1372,177,88.57
1784089538,34,178826,28427,1543,190,89.04
1784089539,35,180262,28600,1436,173,89.25
1784089540,36,181757,28765,1495,165,90.06
1784089541,37,183223,28953,1466,188,88.63
1784089542,38,184729,29109,1506,156,90.61
1784089543,39,186489,29344,1760,235,88.22
1784089544,40,188222,29558,1733,214,89.01
1784089545,41,189711,29723,1489,165,90.02
1784089546,42,191235,29902,1524,179,89.49
1784089547,43,192893,30106,1658,204,89.04
1784089548,44,194975,30397,2082,291,87.74
1784089549,45,200789,31294,5814,897,86.63
1784089550,46,206465,32070,5676,776,87.97
1784089551,47,212372,32866,5907,796,88.12
1784089552,48,218349,33698,5977,832,87.78
1784089553,49,224522,34593,6173,895,87.34
1784089554,50,230837,35508,6315,915,87.34
1784089555,51,237216,36384,6379,876,87.93
1784089556,52,243472,37260,6256,876,87.72
1784089557,53,249562,38103,6090,843,87.84
1784089558,54,255468,38953,5906,850,87.42
1784089559,55,260851,39709,5383,756,87.69
1784089560,56,266587,40525,5736,816,87.55
1784089561,57,272249,41326,5662,801,87.61
1784089562,58,278210,42209,5961,883,87.10
1784089563,59,284120,43022,5910,813,87.91
1784089564,60,290368,43955,6248,933,87.01
1784089565,61,296628,44798,6260,843,88.13
1784089566,62,302866,45674,6238,876,87.69
1784089567,63,309091,46564,6225,890,87.49
1784089568,64,315095,47445,6004,881,87.20
1784089569,65,321058,48263,5963,818,87.94
1784089570,66,326946,49090,5888,827,87.68
1784089571,67,332587,49864,5641,774,87.93
1784089572,68,338036,50650,5449,786,87.39
1784089573,69,344158,51541,6122,891,87.30
1784089574,70,349704,52328,5546,787,87.57
1784089575,71,356040,53230,6336,902,87.54
1784089576,72,362109,54100,6069,870,87.46
1784089577,73,368260,55008,6151,908,87.14
1784089578,74,374156,55835,5896,827,87.70
1784089579,75,379269,56582,5113,747,87.25
1784089580,76,380936,56782,1667,200,89.29
1784089581,77,387178,57647,6242,865,87.83
1784089582,78,393350,58509,6172,862,87.75
1784089583,79,399640,59393,6290,884,87.68
1784089584,80,405909,60292,6269,899,87.46
1784089585,81,412056,61160,6147,868,87.63
1784089586,82,418208,62026,6152,866,87.66
1784089587,83,424085,62868,5877,842,87.47
1784089588,84,429778,63661,5693,793,87.77
1784089589,85,435436,64448,5658,787,87.79
1784089591,87,441090,65247,5654,799,87.62
1784089592,88,446856,66059,5766,812,87.66
1784089593,89,452920,66910,6064,851,87.69
1784089594,90,458880,67745,5960,835,87.71
1784089595,91,464923,68583,6043,838,87.82
1784089596,92,471035,69468,6112,885,87.35
1784089597,93,477091,70344,6056,876,87.36
1784089598,94,483237,71227,6146,883,87.44
1784089599,95,489021,72028,5784,801,87.84
1784089600,96,494956,72912,5935,884,87.04
1784089601,97,500561,73710,5605,798,87.54
1784089602,98,506419,74532,5858,822,87.69
1784089603,99,512190,75337,5771,805,87.76
1784089604,100,518020,76135,5830,798,87.96
1784089605,101,524080,76996,6060,861,87.56
1784089606,102,530315,77892,6235,896,87.44
1784089607,103,536073,78724,5758,832,87.37
1784089608,104,541818,79504,5745,780,88.05
1784089609,105,547365,80279,5547,775,87.74
1784089610,106,553086,81068,5721,789,87.88
1784089611,107,558719,81879,5633,811,87.41
1784089612,108,564165,82670,5446,791,87.32
1784089613,109,567953,83234,3788,564,87.04
1784089614,110,571601,83731,3648,497,88.01
1784089615,111,577768,84598,6167,867,87.67
1784089616,112,583630,85373,5862,775,88.32
1784089617,113,589545,86260,5915,887,86.96
1784089618,114,596530,87245,6985,985,87.64
1784089619,115,602144,88022,5614,777,87.84
1784089620,116,607754,88810,5610,788,87.68
1784089621,117,613706,89627,5952,817,87.93
1784089622,118,619723,90519,6017,892,87.09
1784089623,119,625696,91349,5973,830,87.80
1784089624,120,631621,92200,5925,851,87.44
1784089625,121,639344,93314,7723,1114,87.39
1784089626,122,646590,94452,7246,1138,86.43
1784089627,123,652457,95312,5867,860,87.22
1784089628,124,658305,96199,5848,887,86.83
1784089629,125,665109,97241,6804,1042,86.72
1784089630,126,670802,98086,5693,845,87.08
1784089631,127,676532,98907,5730,821,87.47
1784089632,128,682400,99770,5868,863,87.18
1784089633,129,688478,100646,6078,876,87.40
1784089634,130,694566,101513,6088,867,87.53
1784089635,131,700760,102403,6194,890,87.44
1784089636,132,706798,103242,6038,839,87.80
1784089637,133,712693,104089,5895,847,87.44
1784089638,134,718417,104869,5724,780,88.01
1784089639,135,723550,105583,5133,714,87.79
1784089640,136,727924,106211,4374,628,87.45
1784089641,137,734925,107195,7001,984,87.68
1784089642,138,740861,108036,5936,841,87.59
1784089643,139,746730,108865,5869,829,87.62
1784089644,140,751304,109544,4574,679,87.07
1784089645,141,754339,109984,3035,440,87.34
1784089646,142,760047,110817,5708,833,87.26
1784089647,143,765518,111638,5471,821,86.95
1784089648,144,771029,112399,5511,761,87.87
1784089649,145,776519,113193,5490,794,87.36
1784089650,146,781970,113978,5451,785,87.41
1784089651,147,787923,114857,5953,879,87.13
1784089652,148,793632,115634,5709,777,88.02
1784089653,149,799780,116546,6148,912,87.08
1784089654,150,805764,117415,5984,869,87.32
1784089655,151,811652,118296,5888,881,86.98
1784089656,152,817538,119185,5886,889,86.88
1784089657,153,823232,120034,5694,849,87.02
1784089658,154,828911,120871,5679,837,87.15
1784089659,155,834477,121671,5566,800,87.43
1784089660,156,839956,122436,5479,765,87.75
1784089661,157,845636,123286,5680,850,86.98
1784089662,158,851680,124132,6044,846,87.72
1784089663,159,857357,124999,5677,867,86.75
1784089664,160,863553,125909,6196,910,87.19
1784089665,161,869573,126777,6020,868,87.40
1784089666,162,875586,127640,6013,863,87.45
1784089667,163,881509,128478,5923,838,87.61
1784089668,164,887450,129351,5941,873,87.19
1784089669,165,893145,130165,5695,814,87.49
1784089670,166,898824,131000,5679,835,87.18
1784089671,167,903727,131725,4903,725,87.12
1784089672,168,909273,132616,5546,891,86.16
1784089673,169,914989,133432,5716,816,87.51
1784089674,170,921123,134294,6134,862,87.68
1784089675,171,927132,135164,6009,870,87.35
1784089676,172,932212,135894,5080,730,87.44
1784089677,173,935174,136293,2962,399,88.13
1784089678,174,940827,137135,5653,842,87.04
