t_monotonic,t_since_run_start,timestamp_unix,event,details
45489.873960506,0.0007184919959399849,1784089717.986383,run_start,
45489.976988973,0.1037469590010005,1784089718.0894113,source_vm_started,pid=81654
45490.07833348,0.2050914659994305,1784089718.1907558,source_qmp_ready,
45500.793910701,10.920668687002035,1784089728.9063327,ssh_ready,
45500.940056736,11.066814721998526,1784089729.0524788,postgres_ready,
45501.38482891,11.511586895998335,1784089729.497251,source_benchmark_start,
45501.38485171,11.511609695997322,1784089729.4972734,benchmark_start,
45651.384922781,161.51168076699832,1784089879.4973452,destination_boot_start,
45651.385164729,161.51192271499895,1784089879.4975865,destination_process_started,pid=81930
45651.486512891,161.61327087700192,1784089879.5989351,destination_qmp_ready,
45667.005105137,177.1318631230024,1784089895.1175272,destination_ssh_ready,
45667.272234323,177.39899230899755,1784089895.3846564,destination_standby_postgres_ready,
45693.067845453,203.19460343899846,1784089921.1802676,standby_ready,lag_bytes=16230696
45694.061561788,204.1883197740026,1784089922.173984,source_shutdown_request,
45695.828271825,205.95502981099708,1784089923.940694,source_powered_off,
45695.828302975,205.95506096100144,1784089923.9407248,standby_replay_drain_start,
45696.266265135,206.39302312099608,1784089924.3786871,standby_replay_drained,
45696.266283785,206.39304177099984,1784089924.3787055,promotion_start,
45696.621424896,206.74818288200186,1784089924.7338471,promotion_complete,
45697.070688336,207.1974463220031,1784089925.1831102,destination_benchmark_start,
45897.098827346,407.2255853320021,1784090125.2112494,benchmark_end,
