t_monotonic,t_since_run_start,timestamp_unix,event,details
21287.769466654,0.00039642699994146824,1784065515.8818889,run_start,
21287.770351756,0.0012815289992431644,1784065515.8827734,source_vm_started,pid=37156
21287.872125502,0.10305527499804157,1784065515.9845476,source_qmp_ready,
21300.31113791,12.542067682999914,1784065528.42356,source_ssh_ready,
21300.458925296,12.68985506899844,1784065528.5713472,source_postgres_ready,
21301.757338497,13.988268269997207,1784065529.8697605,benchmark_start,
21401.757422949,113.98835272199722,1784065629.8698454,destination_boot_start,
21401.757711056,113.98864082900036,1784065629.8701327,destination_process_started,pid=37329
21401.861691863,114.09262163599851,1784065629.9741137,destination_qmp_ready,
21401.864283,114.09521277299791,1784065629.9767048,migration_started,
21402.065210798,114.29614057099752,1784065630.1776333,postcopy_requested,
21402.266347055,114.49727682799858,1784065630.3787694,postcopy_started,
21404.075372567,116.30630233999909,1784065632.187795,migration_end,
21406.190649393,118.42157916599899,1784065634.3030715,source_terminate_requested,pid=37156
21406.254718755,118.48564852799973,1784065634.3671408,source_terminated,pid=37156
21520.387831542,232.61876131499957,1784065748.5002537,benchmark_end,
