timestamp,elapsed_sec,total_operations,current_ops_per_sec,avg_latency_us,max_latency_us,p99_latency_us,p999_latency_us,p9999_latency_us
2026-07-14 23:41:26:682,1,1347,1347.0,10835.08,34111,31871,34015,34111
2026-07-14 23:41:27:682,2,3258,1911.0,8369.93,21487,16639,18671,21487
2026-07-14 23:41:28:682,3,5266,2008.0,7951.23,17855,15255,17055,17855
2026-07-14 23:41:29:682,4,7324,2058.0,7759.99,25695,15335,20335,25695
2026-07-14 23:41:30:682,5,9249,1925.0,8307.52,52255,20095,31823,52255
2026-07-14 23:41:31:682,6,12321,3072.0,5212.13,48575,15791,46751,48575
2026-07-14 23:41:32:682,7,16803,4482.0,3574.41,29055,18335,27967,29055
2026-07-14 23:41:33:682,8,21759,4956.0,3224.28,19583,12567,18543,19583
2026-07-14 23:41:34:682,9,26694,4935.0,3231.97,30223,14143,18287,30223
2026-07-14 23:41:35:682,10,31687,4993.0,3215.3,25375,15407,17375,25375
2026-07-14 23:41:36:682,11,36673,4986.0,3203.73,38687,17631,23247,38687
2026-07-14 23:41:37:682,12,41630,4957.0,3226.96,20783,13103,20639,20783
2026-07-14 23:41:38:682,13,46670,5040.0,3171.97,26463,12759,19103,24399
2026-07-14 23:41:39:682,14,51856,5186.0,3077.34,20319,13807,18127,19711
2026-07-14 23:41:40:682,15,57107,5251.0,3050.39,23231,11007,22367,23199
2026-07-14 23:41:41:682,16,62276,5169.0,3096.12,28063,14023,18399,19375
2026-07-14 23:41:42:682,17,67118,4842.0,3299.98,30719,12719,17967,30719
2026-07-14 23:41:43:682,18,72477,5359.0,2967.39,17871,11919,17711,17823
2026-07-14 23:41:44:682,19,77690,5213.0,3074.68,25375,12199,24175,24431
2026-07-14 23:41:45:682,20,83105,5415.0,2956.7,23503,11599,20127,21647
2026-07-14 23:41:46:682,21,88234,5129.0,3122.61,40799,13007,19071,31183
2026-07-14 23:41:47:682,22,93484,5250.0,3045.76,23087,12127,17519,21343
2026-07-14 23:41:48:682,23,98823,5339.0,2996.4,21743,12127,17775,21695
2026-07-14 23:41:49:682,24,104155,5332.0,3001.4,43711,13135,19807,38175
2026-07-14 23:41:50:682,25,109252,5097.0,3133.96,22335,13655,18383,21471
2026-07-14 23:41:51:682,26,114318,5066.0,3156.92,32095,15415,31247,31295
2026-07-14 23:41:52:682,27,119868,5550.0,2881.54,23103,10751,19039,23071
2026-07-14 23:41:53:682,28,125293,5425.0,2948.41,29023,11463,25679,25807
