t_monotonic,t_since_run_start,timestamp_unix,event,details
20326.189743554,0.00045914600195828825,1784064554.3021657,run_start,
20326.190625806,0.0013413980013865512,1784064554.3030477,source_vm_started,pid=35458
20326.292120856,0.10283644800074399,1784064554.404543,source_qmp_ready,
20337.171751434,10.982467026002269,1784064565.2841735,source_ssh_ready,
20337.319729068,11.130444660000649,1784064565.432151,source_postgres_ready,
20337.756638214,11.567353806000028,1784064565.8690603,benchmark_start,
20437.7567382,111.5674537920022,1784064665.869161,destination_boot_start,
20437.757069467,111.56778505900002,1784064665.869491,destination_process_started,pid=35630
20437.860619928,111.67133552000087,1784064665.973042,destination_qmp_ready,
20437.863627691,111.67434328300078,1784064665.9760494,migration_started,
20438.065024345,111.87573993700062,1784064666.1774466,postcopy_requested,
20438.266800316,112.07751590800035,1784064666.3792226,postcopy_started,
20440.075235863,113.88595145500221,1784064668.187658,migration_end,
20442.231069417,116.04178500900161,1784064670.3434918,source_terminate_requested,pid=35458
20442.280580493,116.09129608500007,1784064670.3930025,source_terminated,pid=35458
20555.828649744,229.63936533599917,1784064783.941072,benchmark_end,
