t_monotonic,t_since_run_start,timestamp_unix,event,details
751.491088669,0.0008146440000018629,1784044979.6035109,run_start,
751.519874334,0.029600308999988556,1784044979.632296,source_vm_started,pid=2868
751.621847221,0.13157319600009032,1784044979.7342696,source_qmp_ready,
762.505384547,11.015110521999986,1784044990.6178064,ssh_ready,
762.654393426,11.164119400999994,1784044990.7668152,postgres_ready,
763.085714509,11.59544048400005,1784044991.1981366,source_benchmark_start,
763.085736669,11.595462644000008,1784044991.1981585,benchmark_start,
1076.709178479,325.21890445400004,1784045304.8216004,benchmark_end,
