timestamp,elapsed_sec,total_operations,current_ops_per_sec,avg_latency_us,max_latency_us,p99_latency_us,p999_latency_us,p9999_latency_us
2026-07-14 18:03:11:336,1,636,636.0,5809.73,28671,14287,28255,28671
2026-07-14 18:03:12:336,2,1328,692.0,5797.94,16975,12207,14679,16975
2026-07-14 18:03:13:336,3,2003,675.0,5886.5,17343,14151,17327,17343
2026-07-14 18:03:14:336,4,2680,677.0,5932.05,13599,12431,12455,13599
2026-07-14 18:03:15:336,5,3429,749.0,5320.9,14775,12271,13407,14775
2026-07-14 18:03:16:336,6,4375,946.0,4216.13,11759,10295,11759,11759
2026-07-14 18:03:17:336,7,6478,2103.0,1901.03,7967,5667,7919,7967
2026-07-14 18:03:18:336,8,8694,2216.0,1803.86,5263,4491,4971,5263
2026-07-14 18:03:19:336,9,10830,2136.0,1865.11,10623,4939,10559,10623
2026-07-14 18:03:20:336,10,12696,1866.0,2147.72,43071,10583,42111,43071
2026-07-14 18:03:21:336,11,14752,2056.0,1942.93,20959,9399,16927,20959
2026-07-14 18:03:22:336,12,16750,1998.0,1996.41,20271,8863,13895,20271
2026-07-14 18:03:23:336,13,18825,2075.0,1928.64,18591,7967,15215,18591
2026-07-14 18:03:24:336,14,20957,2132.0,1868.69,14455,5959,13839,14455
2026-07-14 18:03:25:336,15,22922,1965.0,2036.35,20799,9751,20767,20799
2026-07-14 18:03:26:336,16,24940,2018.0,1981.48,20479,8543,20463,20479
2026-07-14 18:03:27:336,17,27025,2085.0,1912.67,14351,7919,10535,14351
2026-07-14 18:03:28:336,18,28923,1898.0,2105.96,15911,9271,14943,15911
2026-07-14 18:03:29:336,19,31015,2092.0,1914.4,16103,7935,15375,16103
2026-07-14 18:03:30:336,20,33043,2028.0,1969.38,14263,7955,14111,14263
2026-07-14 18:03:31:336,21,35024,1981.0,2014.77,18303,8011,16575,18303
2026-07-14 18:03:32:336,22,37115,2091.0,1912.25,15039,8519,14391,15039
2026-07-14 18:03:33:336,23,39177,2062.0,1937.1,15999,7943,15975,15999
2026-07-14 18:03:34:336,24,41191,2014.0,1984.53,19247,9295,19215,19247
2026-07-14 18:03:35:336,25,43304,2113.0,1890.72,16295,9191,13791,16295
2026-07-14 18:03:36:336,26,45352,2048.0,1950.52,28959,7607,28959,28959
2026-07-14 18:03:38:267,27,47313,1015.54,2032.06,16335,9367,15887,16335
2026-07-14 18:03:39:267,28,49402,2089.0,1916.64,15583,7567,13639,15583
2026-07-14 18:03:40:267,29,51506,2104.0,1894.72,16703,7659,14375,16703
2026-07-14 18:03:41:267,30,53533,2027.0,1975.54,19983,7963,13767,19983
2026-07-14 18:03:42:267,31,55634,2103.1,1902.25,15575,8727,14367,15575
2026-07-14 18:03:43:267,32,57698,2061.94,1934.74,19055,8199,15703,19055
2026-07-14 18:03:44:267,33,59689,1992.99,2006.85,16735,10343,15559,16735
2026-07-14 18:03:45:267,34,60864,1173.83,3393.76,18543,15927,18527,18543
2026-07-14 18:03:46:267,35,61182,318.0,12532.89,19519,19247,19519,19519
2026-07-14 18:03:47:267,36,61497,315.0,12682.23,21247,19167,21247,21247
2026-07-14 18:03:48:267,37,62182,685.0,5862.87,21567,20527,21567,21567
2026-07-14 18:03:49:267,38,64240,2058.0,1943.51,13815,7879,13807,13815
2026-07-14 18:03:50:267,39,66381,2141.0,1863.88,13487,6527,12943,13487
2026-07-14 18:03:51:267,40,68500,2119.0,1888.57,13727,6991,11991,13727
2026-07-14 18:03:52:267,41,70549,2049.0,1951.21,13847,8003,13847,13847
2026-07-14 18:03:53:267,42,72736,2187.0,1826.12,11503,4983,11191,11503
2026-07-14 18:03:54:267,43,74739,2003.0,1992.06,27711,8279,27631,27711
2026-07-14 18:03:55:267,44,75666,927.0,4305.24,20783,13327,20687,20783
2026-07-14 18:03:56:267,45,76365,699.0,5734.01,27407,16895,25375,27407
2026-07-14 18:03:57:267,46,77022,657.0,6083.35,27039,22687,25311,27039
2026-07-14 18:03:58:267,47,77713,691.0,5791.18,21583,17567,21583,21583
2026-07-14 18:03:59:267,48,78415,702.0,5695.95,25951,17231,22959,25951
2026-07-14 18:04:00:267,49,79092,677.0,5908.74,26895,22399,26895,26895
2026-07-14 18:04:01:267,50,79758,666.0,6005.71,35231,17119,35231,35231
2026-07-14 18:04:02:267,51,80405,647.65,6183.69,41183,18239,28847,41183
2026-07-14 18:04:03:267,52,81003,597.4,6685.62,30767,21887,30735,30767
2026-07-14 18:04:04:267,53,81625,622.0,6414.11,29183,22687,29103,29183
2026-07-14 18:04:05:267,54,82262,637.0,6284.3,28303,24767,28127,28303
2026-07-14 18:04:06:267,55,82948,686.0,5761.59,27503,20863,27407,27503
2026-07-14 18:04:07:267,56,83595,647.0,6264.04,35583,29119,30655,35583
2026-07-14 18:04:08:267,57,84283,688.0,5803.9,29327,21663,25919,29327
2026-07-14 18:04:09:267,58,84929,646.0,6184.83,27279,22079,27263,27279
2026-07-14 18:04:10:267,59,85596,667.0,6011.32,26319,16815,23343,26319
2026-07-14 18:04:11:267,60,86238,642.64,6215.98,31247,25999,27167,31247
2026-07-14 18:04:12:267,61,86846,607.39,6530.96,30463,24959,26943,30463
