t_monotonic,t_since_run_start,timestamp_unix,event,details
41698.665507011,0.0009328119995188899,1784085926.7779295,run_start,
41698.79663479,0.1320605910004815,1784085926.9090567,source_vm_started,pid=74206
41698.898289794,0.23371559500083094,1784085927.0107121,source_qmp_ready,
41709.513881042,10.849306843003433,1784085937.6263032,ssh_ready,
41709.676247502,11.011673303000862,1784085937.788669,postgres_ready,
41710.109786929,11.445212730002822,1784085938.2222092,source_benchmark_start,
41710.109809969,11.445235769999272,1784085938.2222316,benchmark_start,
41861.12842781,162.46385361099965,1784086089.24085,source_powerdown_requested,
41862.695151387,164.0305771880012,1784086090.8075736,source_powered_off,
41862.695187907,164.03061370799696,1784086090.8076096,destination_boot_start,
41862.695485234,164.030911034999,1784086090.807907,destination_process_started,pid=74540
41862.797384359,164.1328101600011,1784086090.909806,destination_qmp_ready,
41876.319915135,177.65534093599854,1784086104.432337,destination_postgres_ready,
41876.60508702,177.94051282099826,1784086104.717509,destination_benchmark_start,
42077.433638713,378.7690645140028,1784086305.546061,benchmark_end,
