timestamp,elapsed_sec,total_operations,current_ops_per_sec,avg_latency_us,max_latency_us,p99_latency_us,p999_latency_us,p9999_latency_us
2026-07-15 04:30:04:433,1,705,705.0,5259.22,12087,10031,11039,12087
2026-07-15 04:30:05:433,2,1430,725.0,5513.61,14047,11927,12263,14047
2026-07-15 04:30:06:433,3,2141,711.0,5615.95,17663,12103,14423,17663
2026-07-15 04:30:07:433,4,2865,724.0,5513.52,17599,10535,15071,17599
2026-07-15 04:30:08:433,5,3556,691.0,5781.02,15647,12151,15111,15647
2026-07-15 04:30:09:433,6,4360,804.0,4966.74,16031,13103,16023,16031
2026-07-15 04:30:10:433,7,5286,926.0,4312.94,18415,12255,18303,18415
2026-07-15 04:30:11:433,8,6219,933.0,4273.92,13111,10591,11983,13111
2026-07-15 04:30:12:433,9,7894,1675.0,2393.33,13239,8215,12055,13239
2026-07-15 04:30:13:433,10,9953,2059.0,1940.15,8439,7883,8019,8439
2026-07-15 04:30:14:433,11,12030,2077.0,1922.16,14351,6091,12863,14351
2026-07-15 04:30:15:433,12,14032,2002.0,1997.94,19087,9359,17183,19087
2026-07-15 04:30:16:433,13,15922,1890.0,2113.36,18303,10839,18271,18303
2026-07-15 04:30:17:433,14,17963,2041.0,1957.87,13975,6427,13879,13975
2026-07-15 04:30:18:433,15,20006,2043.0,1955.35,9431,7847,9191,9431
2026-07-15 04:30:19:433,16,22010,2004.0,1994.62,12103,7967,11663,12103
2026-07-15 04:30:20:433,17,23955,1945.0,2049.87,16367,8023,12415,16367
2026-07-15 04:30:21:433,18,26031,2076.0,1928.61,15407,7883,10895,15407
2026-07-15 04:30:22:433,19,28110,2079.0,1916.17,15679,6059,15623,15679
2026-07-15 04:30:23:433,20,30177,2067.0,1937.22,11943,7759,9871,11943
2026-07-15 04:30:24:433,21,32183,2006.0,1991.37,15335,8719,13975,15335
2026-07-15 04:30:25:433,22,34272,2089.0,1915.01,14071,6155,11879,14071
2026-07-15 04:30:26:433,23,36352,2080.0,1918.76,14023,6367,12223,14023
2026-07-15 04:30:27:433,24,38328,1976.0,2022.44,17103,8151,14255,17103
2026-07-15 04:30:28:433,25,40484,2156.0,1853.79,13927,6575,13855,13927
2026-07-15 04:30:29:433,26,42590,2106.0,1896.51,13903,7879,12855,13903
2026-07-15 04:30:31:100,27,44671,1248.35,1921.11,12639,7887,12111,12639
2026-07-15 04:30:32:100,28,46665,1994.0,2004.09,14359,8063,10383,14359
2026-07-15 04:30:33:100,29,48384,1719.0,2319.19,18479,12871,17823,18479
2026-07-15 04:30:34:100,30,48785,401.0,9854.05,17647,15863,17647,17647
2026-07-15 04:30:35:100,31,49218,433.0,9351.96,25023,20223,25023,25023
2026-07-15 04:30:36:100,32,51289,2071.0,1927.1,22463,8375,22399,22463
2026-07-15 04:30:37:100,33,53420,2131.0,1878.96,14671,7667,12063,14671
2026-07-15 04:30:38:100,34,55562,2142.0,1865.43,9959,6623,8887,9959
2026-07-15 04:30:39:100,35,57618,2056.0,1939.35,14047,7939,13967,14047
2026-07-15 04:30:40:100,36,59802,2184.0,1832.65,11887,5135,10151,11887
2026-07-15 04:30:41:100,37,61904,2102.0,1900.17,12799,7459,9431,12799
2026-07-15 04:30:42:100,38,64016,2112.0,1893.24,13039,7143,12975,13039
2026-07-15 04:30:43:100,39,66063,2047.0,1950.77,14191,7967,14087,14191
2026-07-15 04:30:44:100,40,68161,2098.0,1902.51,13911,7999,11999,13911
2026-07-15 04:30:45:100,41,70322,2161.0,1852.96,9055,5647,8839,9055
2026-07-15 04:30:46:100,42,72346,2024.0,1974.29,13895,8367,13783,13895
2026-07-15 04:30:47:100,43,74511,2165.0,1844.63,12007,5671,11975,12007
2026-07-15 04:30:48:100,44,76645,2134.0,1874.38,13999,7435,12039,13999
2026-07-15 04:30:49:100,45,78725,2080.0,1921.08,11895,7983,10911,11895
2026-07-15 04:30:50:100,46,80791,2066.0,1936.15,13951,7975,13943,13951
