t_monotonic,t_since_run_start,timestamp_unix,event,details
40141.036785223,0.0015739809969090857,1784084369.1492074,run_start,
40141.108977084,0.07376584199664649,1784084369.2213993,source_vm_started,pid=71781
40141.210447507,0.17523626500042155,1784084369.3228695,source_qmp_ready,
40152.267960066,11.232748823997099,1784084380.3803823,ssh_ready,
40152.414482945,11.379271703000995,1784084380.5269053,postgres_ready,
40152.86337626,11.828165017999709,1784084380.9757986,source_benchmark_start,
40152.8633954,11.828184158002841,1784084380.975817,benchmark_start,
40303.920241469,162.88503022700024,1784084532.0326636,source_powerdown_requested,
40305.487247794,164.4520365520002,1784084533.59967,source_powered_off,
40305.487282563,164.4520713210004,1784084533.5997043,destination_boot_start,
40305.48751069,164.4522994479994,1784084533.5999324,destination_process_started,pid=72009
40305.589219312,164.55400807000115,1784084533.7016413,destination_qmp_ready,
40316.308560411,175.27334916900145,1784084544.4209824,destination_postgres_ready,
40316.599260631,175.56404938900232,1784084544.7116828,destination_benchmark_start,
40517.425445114,376.39023387199995,1784084745.537867,benchmark_end,
