scenario                           , run, valid_primary, exclusion_reason                                                            , timed_workload, ycsb_operation_count_ok, migration_completed, entered_postcopy, migration_completed_before_benchmark_end, migration_end_minus_benchmark_end_s, source_active_at_shutdown, post_30_90_observed_samples, post_30_90_observed_duration_s, post_30_90_complete, pgstats_available, postgres_log_available, hugepages_available, hugepages_t0_available, hugepages_t10_available, hugepages_t40_available, hugepages_t100_available, builder_version    , input_fingerprint_sha256
Prepared_4T                        ,   1, False        , "Extraction failed: KeyError: ""Missing event ('destination_boot_start',)""", True          , True                   ,                    ,                 ,                                         ,                                    ,                          ,                            ,                               ,                    ,                  ,                       ,                    ,                       ,                        ,                        ,                         , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Prepared_4T                        ,   2, True         ,                                                                             , True          , True                   ,                    ,                 ,                                         ,                                    , True                     ,                        60.0,                           60.0, True               , True             , True                  ,                    ,                       ,                        ,                        ,                         , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Prepared_4T                        ,   3, True         ,                                                                             , True          , True                   ,                    ,                 ,                                         ,                                    , True                     ,                        60.0,                           60.0, True               , True             , True                  ,                    ,                       ,                        ,                        ,                         , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Prepared_4T                        ,   4, True         ,                                                                             , True          , True                   ,                    ,                 ,                                         ,                                    , True                     ,                        60.0,                           60.0, True               , True             , True                  ,                    ,                       ,                        ,                        ,                         , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Prepared_4T                        ,   5, True         ,                                                                             , True          , True                   ,                    ,                 ,                                         ,                                    , True                     ,                        60.0,                           60.0, True               , True             , True                  ,                    ,                       ,                        ,                        ,                         , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Prepared_4T                        ,   6, True         ,                                                                             , True          , True                   ,                    ,                 ,                                         ,                                    , True                     ,                        60.0,                           60.0, True               , True             , True                  ,                    ,                       ,                        ,                        ,                         , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Prepared_4T                        ,   7, True         ,                                                                             , True          , True                   ,                    ,                 ,                                         ,                                    , True                     ,                        60.0,                           60.0, True               , True             , True                  ,                    ,                       ,                        ,                        ,                         , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Prepared_4T                        ,   8, True         ,                                                                             , True          , True                   ,                    ,                 ,                                         ,                                    , True                     ,                        60.0,                           60.0, True               , True             , True                  ,                    ,                       ,                        ,                        ,                         , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Prepared_4T                        ,   9, True         ,                                                                             , True          , True                   ,                    ,                 ,                                         ,                                    , True                     ,                        60.0,                           60.0, True               , True             , True                  ,                    ,                       ,                        ,                        ,                         , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Prepared_4T                        ,  10, True         ,                                                                             , True          , True                   ,                    ,                 ,                                         ,                                    , True                     ,                        60.0,                           60.0, True               , True             , True                  ,                    ,                       ,                        ,                        ,                         , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
