t_monotonic,t_since_run_start,timestamp_unix,event,details
17103.823401743,0.0003622069998527877,1784061331.935824,run_start,
17103.824433733,0.0013941969991719816,1784061331.9368556,source_vm_started,pid=30454
17103.925860086,0.10282055000061519,1784061332.0382822,source_qmp_ready,
17116.355505461,12.532465924999997,1784061344.4679275,source_ssh_ready,
17117.500800575,13.677761038998142,1784061345.6132224,source_postgres_ready,
17117.933532801,14.110493264997785,1784061346.0459547,benchmark_start,
17267.93361264,164.11057310400065,1784061496.0460358,destination_boot_start,
17267.933931217,164.1108916810008,1784061496.046353,destination_process_started,pid=30657
17268.037603319,164.2145637829999,1784061496.1500251,destination_qmp_ready,
17268.040497803,164.2174582669977,1784061496.1529195,migration_started,
17268.242401206,164.4193616699995,1784061496.3548234,postcopy_requested,
17268.444192601,164.62115306499982,1784061496.5566146,postcopy_started,
17270.054347247,166.23130771100114,1784061498.1667688,migration_end,
17270.204540713,166.38150117699843,1784061498.3169625,source_terminate_requested,pid=30454
17270.276662794,166.45362325799942,1784061498.3890848,source_terminated,pid=30454
17452.783325296,348.96028576000026,1784061680.8957474,benchmark_end,
