t_monotonic,t_since_run_start,timestamp_unix,event,details
18900.381862125,0.0004829049976251554,1784063128.4942844,run_start,
18900.382827287,0.0014480669997283258,1784063128.495249,source_vm_started,pid=33095
18900.484544044,0.103164823998668,1784063128.5969665,source_qmp_ready,
18913.452722193,13.071342972998536,1784063141.5651443,source_ssh_ready,
18913.60363261,13.222253389998514,1784063141.7160544,source_postgres_ready,
18914.042048333,13.66066911300004,1784063142.1544704,benchmark_start,
19064.042138831,163.66075961099705,1784063292.1545615,destination_boot_start,
19064.042466828,163.66108760799762,1784063292.1548886,destination_process_started,pid=33318
19064.146347366,163.76496814599886,1784063292.2587695,destination_qmp_ready,
19064.14918398,163.7678047599984,1784063292.2616057,migration_started,
19064.350244818,163.96886559799896,1784063292.462667,postcopy_requested,
19064.551581143,164.1702019229997,1784063292.6640031,postcopy_started,
19066.160182512,165.7788032919998,1784063294.2726047,migration_end,
19066.308383784,165.9270045639969,1784063294.4208057,source_terminate_requested,pid=33095
19066.380541883,165.99916266299988,1784063294.4929638,source_terminated,pid=33095
19253.108313205,352.72693398499905,1784063481.2207353,benchmark_end,
